,Item (Texto),Gravedad,sesgo
137,"En términos de hechos que intentan contra la integridad física y moral de los periodistas, el informe detalla las 73 agresiones físicas, 38 amenazas, 16 obstrucciones, 13 casos de robo o eliminación del material periodístico, 12 acciones arbitrarias en redes sociales, 10 hostigamientos, arrestos 9illegales., 7 Acceso negativo a la información, 5 daños a la infraestructura, 3 ataques cibernéticos en páginas web, 4 exclusiones, 4 casos de espionaje o invasión y 2 estigmatizaciones.",3.0,0.0
138,"Fecha del 11 de junio, se envió un mensaje de la cancillería a algunos ciudadanos que viven en otros países. En esta carta, el vicepresidente señala que a pesar de estar en el exterior, pueden mostrar que Colombia ""es una nación que nos emociona porqueHa surgido a pesar de muchas dificultades y divisiones, donde la exclusión y la desigualdad han sido el origen de muchos de los problemas que incluso hoy nos afligen "".",0.0,1.0
139,Se registraron fuertes perturbaciones el miércoles en el norte de Popayán en el desarrollo de un nuevo día de demostraciones del desempleo nacional. Se informan a las personas lesionadas.,2.0,0.0
140,"En algunas áreas de la capital, la plantación continúa siendo presentada, así como los hechos de violencia y enfrentamientos entre los manifestantes y la fuerza pública. Ese fue el caso de la noche del martes y el amanecer el miércoles, cuando Cristian David Castillo resultó gravemente herido en su cabeza., mientras que en la Avenida Ciudad de Cali, a la altura de la avenida, en medio de los disturbios que se presentaban en su lugar. Vaste los intentos de salvar su vida, murió cuando fue trasladado en una ambulancia a un centro médico, producto.De una huelga cardiorrespiratoria generada por un golpe con un objeto enérgico, según la Secretaría del Gobierno.",3.0,0.0
141,"En las últimas horas, un video de una clase virtual se convirtió en viral. El hecho ocurrió en la escuela de La Merced, de Cali, Valle del Cauca, y muestra el momento en que el padre de un estudiante afirma al profesor por, según él, ""adoctrinamiento sobre el desempleo nacional"". El maestro pidió a sus alumnos que reflejen. ""Te invito a eso, junto con sus familias, no permanezcan en la inmediatez de situaciones, pero hacemos el esfuerzo de proyectarnos en la historia y en el futuro, y podemos analizar y reflexionar"", dijo Hombre. Y nombró a los peajes del país que se quemaron en las últimas semanas: ""Mira que los peajes, hace años, en diferentes regiones del país, provienen de personas que se quejan. Nada justifica la violencia, pero hay factores sociales que explican por qué Las personas se vuelven violentas. ""En la pantalla compartida por el maestro, había un dibujo con la frase 'para que se detenga para avanzar. Segundos después, uno de los padres de un estudiante habló. ""No creo que sea una reunión de estudiantes, la verdad, tienen 45 días sin clases para que vengas a darles una especie de adoctrinamiento"", dijo Hombre. Le advirtió que estaba grabando la clase y dijo que parecía una ""falta de respeto con los niños"". El padre de la familia denuncia que el profesor de arte, la misericordia de Cali, durante las clases, es indoctrinando a los niños sobre el desempleo nacional.",1.0,1.0
142,"En un barrio del sur de Cali, civiles armados con pistolas y rifles para disparar a algunos manifestantes, con la policía a su lado. Argumentan que querían cuidar sus ""bienes"" de la ira popular. Después de 50 días de protestas, la clase odio fueDescubierto en la tercera ciudad más importante del país de Colombia y se unió a los problemas de la desigualdad y el racismo .Escobar fue uno de los que sacaron su pistola. Dice que hizo ""algunos disparos en el aire"" con una pistola automática, en los más sangrientos.Día de la llamada Llegada Nacional, que dejó 13 muertos en la ciudad.",3.0,0.0
143,"Dos meses posteriores al inicio del desempleo nacional, las protestas y bloqueos se han reducido en su intensidad. Con las tablas de diálogo instaladas en las principales ciudades del país, los acuerdos entre gobiernos y manifestantes han comenzado a alcanzar buenos puertos. AsDe conmemoración de estos 62 días hoy, se programan una serie de marchas en algunas ciudades como Medellín y Cali.",1.0,0.0
144,"El dolor en Colombia comienza a irse y eso les asusta a las élites tradicionales; ven en peligro sus privilegios construidos sobre la opresión de la mayoría. Las castas sienten que los estrechadores de la ciudadanía y se detiene al ver sus privilegios extravagantes, sus grandes haciendas, su multi-Millones de billetes de un millón de dólares, sus aviones llenos de cocaína. El dolor expresando es una forma de aliviar y reconocernos en otros, es un impulso para unirse y abrir nuevos caminos.",2.0,-1.0
145,"En la noche de este lunes, el 28 de junio, cuando se cumplieron dos meses del desempleo nacional, cuyos líderes anunciaron una suspensión de movilizaciones a mediados de junio, se presentaron disturbios en Bogotá y otros puntos del país. Aunque en varias ciudades allí.Fueron manifestaciones pacíficas, en otras, el día fue borroso por actos de violencia y vandalismo que se extendía hasta la noche.",2.0,0.0
146,"Cuando se cumplieron dos meses desde el inicio del arresto nacional en Colombia, en Bogotá, se vivieron los hechos de la violencia y el vandalismo que dejaron daños al sistema de transporte público de la ciudad, lesionados y capturados.",3.0,0.0
147,"Por esta razón, el alcalde de Cali, Jorge Ivan Ospina, dijo que la llegada nacional estimuló una actividad delictiva en algunas áreas de la ciudad, que debe resolverse con los miembros del Fiscal General de la Nación y la Policía.",3.0,0.0
148,"Organizaciones no gubernamentales (ONG) Indepaz y Tremmers denuncian el lunes que durante los dos meses de desempleo nacional en Colombia, que se ha desarrollado bajo el ""uso excesivo de la violencia por la fuerza pública"", se han cometido 75 asesinatos.",3.0,-1.0
149,"Los oficiales del ejército de la Reserva Activa del Curso Militar ""Coronel Antonio Arredondo"" expresaron su preocupación el jueves por la situación de que el país se debe actualmente al desempleo nacional. Cording al Grupo de Oficiales, Colombia
 está ""delante de una amenaza que atenta contra la integridad del estado,
Democracia e instituciones, al mismo tiempo que afecta al
Estructura productiva y empresarial del país "".",1.0,1.0
150,"Este lunes Colombia cumplió dos meses de movilizaciones por desempleo nacional. Las manifestaciones de la semana estaban marcadas por una nueva rerogación de la violencia. Después de la protesta del 29 de junio contra la brutalidad policial en Bogotá, tres oficiales han sido suspendidos por agredir físicamente a dos periodistas y unEl joven civil. En la otra mano, en Bogotá, el intento no se pudo instalar la tabla de diálogos con los representantes de la primera llamada.",3.0,0.0
151,"El último monitoreo de riesgos y prevención de la afectación de los derechos humanos en Colombia del JEP destaca la ""aparición de las prácticas de autodefensa y paramilitarianismo para asustar a las personas involucradas en la protesta social"". La entidad informó que tienen evidencias del surgimiento de los ""grupos deLos civiles armados ""en al menos 27 ciudades realizan 56 acciones violentas entre el 28 de abril y el 30 de mayo.",3.0,0.0
152,"""Aunque los medios de comunicación colombianos se abstienen de informar sobre la represión arbitraria y las violaciones sistemáticas por la policía, muchas organizaciones de defensa de los derechos humanos han denunciado incansablemente la situación. Incluso la población colombiana, a través de las redes sociales, continúa día tras día exponiendo los hechos de la violencia extrema enLas manos de la policía y el ejército "", dijo la asamblea en un documento publicado en junio.",3.0,0.0
153,"La razón es que Gómez admitió que los jóvenes que se llaman a sí mismos como la 'primera línea' son grupos muy dispersos y no tienen líderes definidos. Incluso si se llaman 'primera línea', bajo esa denominación hay muchos grupos, algunosMás beligerantes, hay violentos. Hay otras personas que son personas muy estructuradas que buscan el diálogo "", dijo el funcionario en Radio de caracol.",0.0,0.0
154,"Las movilizaciones sociales contra el Gobierno de Ivan Duque Márquez completaron dos meses de continuidad, ya que se abrió el desempleo nacional el 28 de abril en Colombia. Aunque las protestas disminuyeron en concurrencia e intensidad y aún no tienen un resultado, marcaron un hito con respecto a las luchas sociales.en el país.",1.0,0.0
155,"El Instituto de Estudios para el Desarrollo y la Paz (Indepaz) denunció el asesinato de tres jóvenes en el Departamento de Cauca colombiano, una de las regiones con una gran población indígena en Colombia, dos de ellos identificados como miembros del popular Coordinador de Procesos y Comunidad (CPPC) y miembros activos del desempleo nacional contra el gobierno correcto de Ivan Duque.",3.0,-1.0
156,"Por medio de la cancelación 17 de 2021, el Ministerio de Educación ordena a los maestros y gerentes de los colegios oficiales a reponer las clases perdidas durante el desempleo nacional. Se solicita la reposición del tiempo para la participación total o parcial de los maestros y gerentes en el cese de las actividades duranteDesempleo nacional.",0.0,0.0
157,"A través de un video, cuál sería la capacitación de la llamada 'primera línea' a los menores en los deseos, en Medellín. A través de las cámaras de seguridad del sector, lo que sería la capacitación de al menos 20 niños con palos y escudos improvisados.sería conocido",2.0,1.0
158,"El ministro de la justicia colombiana, Wilson Ruiz Orejuela, ha defendido la acción policial el martes durante las protestas que han tenido lugar en el país desde el pasado.
Abril contra el gobierno del presidente, Ivan Duque, y ha descartado cualquier paralelo con Chile, especialmente antes de la posibilidad de reforma constitucional.",1.0,1.0
159,"El concejal de Bogotá Heidy Sánchez, recordado por replicar información falsa sobre el presunto uso de ambulancias para transportar el gas lacrimógeno al escuadrón anti-tisturbano móvil, el ESMAD en el portal de las Américas, en el marco de las manifestaciones de capital, fue investigado por el crimen.de instigación. Ahora, el mismo concejal salió ""regañado"" al presentar una tutela que buscaba prohibir el uso del dispositivo de veneno por parte de la ESMAD en Bogotá.",2.0,0.0
160,"El presidente Ivan Duque dijo que no puede tener conversaciones con personas que ""ocultan su identidad"" y destacaron que, por el contrario, existen los espacios de diálogo para exponer sus ideas con ""todas las garantías democráticas"".",2.0,1.0
161,"Los congresistas de la oposición que fueron denunciados supuestamente apoyando a los jóvenes del desempleo nacional solicitó la protección internacional al Comité de Parlamentarios de los Derechos Humanos, de la Unión Interparlamentaria, porque creen que no tienen garantías de neutralidad de las agencias que los investigan a los astentes abogados.General.",0.0,-1.0
162,"Una reforma fiscal de Duke generó la serie de protestas en Colombia en Colombia, que, aunque fue retirada, continuó durante semanas por otras demandas sociales, con alrededor de 74 fallecidas de acuerdo con las organizaciones de derechos humanos, al menos 20 de ellos por los disparos de la policía, WHILETHAT la fiscalíadel país indica que eran 20 a los muertos en estas movilizaciones.",3.0,0.0
163,"El presidente Iván Duque señaló que, aunque se deben garantizar los derechos de los ciudadanos, como la protesta pacífica, un Estado no debe tolerar el ""vandalismo, el terrorismo urbano de baja intensidad, que amenaza el orden constitucional"".",2.0,1.0
164,"La policía emitió el saldo de los cinco días del desempleo nacional contra la reforma fiscal fallida del gobierno del duque. Mientras que la institución habla de 504 lesionadas uniformadas y asumidas docenas de investigaciones internas, los temblores ONG registraron 1,181 quejas por violencia policial.",3.0,0.0
165,"El objetivo del impuesto se logró, pero las protestas no se detuvieron. Con cada día que ha pasado hasta el 28 de mayo, la reforma de la salud se ha planteado y también se ha ""llevado a la renovación de Hacienda y Claudia Blum al extranjero.Ministerio) y Thecopa América, de la que Colombia iba a ser sede.",1.0,0.0
166,"¿Cómo podría entenderse que los jóvenes sin oportunidades de estudio podrían oponerse a una reforma fiscal, cuando incluyó cero inscripción en instituciones públicas de educación superior para estudiantes de Strata 1, 2 y 3? Lo que motivó a los niños menores de 28 años que buscan su primer trabajo, saliendo a gritar a las calles, ignorando la validez de la institucionalidad y el estado, cuando lo que se pretendía fue que todos los que pagamos impuestos, subsidiamos sus beneficios sociales para que fuera ¿Más económico de contratarlos y, por lo tanto, disminuir su desempleo? La respuesta es una, solo está sucediendo a aquellos que no se dan nada con esta pandemia, los afecta a ellos en sus condiciones de vida, que se garantizan su trabajo y que no se preocupan por la sostenibilidad de sus empresas. Sí, son aquellos populistas que afirman defender y representan los intereses de los más necesitados, pero a quienes el Estado, el Gobierno y las empresas, los garantizan que continúen sus vidas fuera de la realidad de que el país vive hoy.",2.0,1.0
167,"Son, aquellos que viven de los ingresos del estado y las empresas, aquellos que manipularon a jóvenes sin estudio y han perjudicado con su discurso político y desinformado a aquellos que buscan obtener su primer trabajo, que están en condiciones de pobreza, tothose queMantuvo sus trabajos por parte del subsidio de la nómina que salvó a las empresas para aquellos que trabajan y, a los que, es importante aclarar, sus condiciones de vida se habían mejorado, si no se había aprobado una reforma fiscal que ni siquiera se permitían discutir.No sean manipulados, abre los ojos, no los representan. Son aquellos que con ascensos de mety y políticos están manipulando la información, arrojados a partir de su angustia y reclamaciones, para obtener prebends y poner un riesgo grave a toda una sociedad..",2.0,1.0
168,"La criminalización del derecho a protestar, que cuando la única herramienta es cortar una ruta o hacer que una demostración artística comience la persecución a través de las redes sociales, para derribarlos, hacer que se pierdan de vista, los golpeen, los torturan, generan miedo.NO HECHOS AISLADOS AISLADOS porque es una política estatal para eso ocurra. Hay una garantía. La ESMAD y la policía actúan y violan los derechos humanos sabiendo que son aplaudidos y decorándolos. También la cerca de los medios de comunicación de los grandes medios de comunicación que victimizan al agresor.. Hágalo parecer que los manifestantes son vándalos y los que disparan son los buenos y ""buenas personas"". Para los medios de comunicación, los violentos son aquellos que están defendiendo con una hoja de hoja, y los buenos son los que están disparandoLos gases vencidos, a los ojos, a los que se detienen y torturan arbitrariamente.",3.0,-1.0
169,"La familia de Santiago Ochoa ya ha reconocido los restos, pero la confirmación de la medicina legal es necesaria para el proceso judicial por desaparición de que la fiscalía debe avanzar "". En el caso de que mi sobrino pertenezca a la primera línea o que tenga que ver enEl desempleo o que el Esmad lo secuestró es totalmente falso. De cualquier información, hemos dado autorización o permiso para recaudar dicha información falsa "", dijo el miembro de la familia de Santiago Ochoa. El Pregunte Ivan Duke rechazó los hechos y pidió avanzar en la investigación para dar con elculpables.",3.0,1.0
170,"La cuenta de cobro que pasó a las pequeñas empresas 51 días de desempleo en Colombia: el estudio de ACCOPO revela que la protesta los aprobó por el ausentismo laboral, el cierre de puntos de venta, retrasos en los pagos y, la suspensión en la producción, entre otros. Mientras que la amenaza deUn nuevo brote social sigue siendo latente, cuyo detonador sería que el Congreso de la República no apruebe los proyectos y las solicitudes que se encuentran en la Capilla, las pequeñas, las micro y las compañías de tamaño mediano (MIPIMES) que son la mayoría de los tejidos de laEl país, comience a medir los efectos de los 51 días del desempleo nacional que se registraron en la primera mitad del año.",1.0,1.0
171,"Los bloques no se permitirán en las próximas manifestaciones: MENDEFENSE.MINISTER DIEGO MOLANAN, dijo que existe información de inteligencia sobre los desentises de las FARC y el ELN que buscan financiar los actos violentos. Un nuevo mensaje envió al gobierno a aquellos que pretenden tomar las formas de hecho.En medio de las manifestaciones. El ejecutivo dijo que se permitirán los actos de vandalismo o bloqueos como ocurridos en los últimos días del desempleo nacional.",1.0,1.0
172,"¿Niños capacitados en las filas de la 'primera línea'? La controversia crece. La controversia sigue viva después de que los niños muestren que los videos de menores están capacitados para formar parte de la primera línea del llamado desempleo nacional. En una entrevista con Vicky enSemana, Yohana Jiménez, promotor de la cadena perpetua para violadores en Colombia, y Margarita Restrepo, representante de la cámara por el Centro Democrático, discutió los videos que se conocen en las redes sociales que dan a luz a ChildRenthyy, estarían siendo capacitados para ser parte.de la llamada primera línea, acompañada por adultos.",2.0,1.0
173,"Ningún organismo puede requerir que Colombia acepte los bloqueos: Álvaro Uribe. La expresión de Colombia Álvaro Uribe Vélez rechazó en su cuenta de Twitter que alguna entidad u organización podría exigir que Colombia acepte bloques a medida que las protestas argumentan que el daño que se genera en la sociedad es desconocido.La Comisión Interamericana de Derechos Humanos, CIDH, entregará este miércoles un equilibrio de protestas sociales en Colombia, un mes después de la visita de sus delegados al país, en el marco del desempleo nacional.",1.0,1.0
174,"Del Comité de Detener a una campaña presidencial, Jennifer Pedraza salta a la arena política. El líder estudiantil será el Jefe de Debate del Presidencial Preescolar Jorge Enrique Robledo.Jennifer Pedraza, Activista reconocido que ha conocido al país por su participaciónEn las diferentes movilizaciones que se han realizado en los últimos meses, anunció en sus redes sociales que será el Jefe de Debate de la Dirección Presidencial Jorge Enrique Robledo.",0.0,1.0
175,"""Es doloroso que usemos niños con fines políticos y quizás la guerra"": Director de la ICBF.Las imágenes de niños muy pequeños, al aparentemente recibiendo capacitación de miembros de la primera línea en Medellín, han causado indignación. El Ministro de Defensa, elAlcalde, la personalería y el Defensor del Pueblo de las personas también pronunciamos. Las primeras líneas del país han despertado un debate sobre las protestas pacíficas y cómo se vuelve violenta, después de más de dos meses de disturbios en todo el país. Para las semanas, se sabe queEntre los miembros hay menores de edad, pero en las últimas horas, la controversia creció por las imágenes de los presuntos miembros de esos grupos, capacitando a niños muy pequeños en el parque deseos de la capital de la capital de Antioquia.",2.0,1.0
176,"Rechazamos la formación de niños por la primera línea: Mindefense.minister Diego Molano indicó que los menores deben estar en casa o en la escuela, pero no ser adoctrados por los adultos. Se han generado algunos videos donde se ven los niños y menores, lo que está capacitado por miembros.de la primera línea en algunas ciudades como Cali y Medellín. Con la situación, el Ministro de Defensa, Diego Molano se unió a las voces que condenaron estas capacitaciones e indicó que los menores deberían estar en casa con los padres, en la escuela estudiando, pero no serAdoctrinado por adultos o por clase de grupos.",2.0,1.0
177,"Desapareció durante el desempleo nacional en Colombia: las cifras no se apagan porque el Estado no lo busca. La discapacidad es un delito de la humanidad, típico de una dictadura, no una democracia. Colombia devuelve las alarmas, no solo para la violencia policial, sino antes deLa incongruencia de las figuras. ¿Por qué estas diferencias son tan grandes en las cifras de falta en el marco de las protestas? ""Creo que el problema entre las cifras oficiales y las recopiladas por otras entidades se puede presentar, entre otros, en el retraso deEl Defensor del Pueblo al tomar cartas en el asunto, ya que los mecanismos de Veeduría y Control se han reducido para comenzar a verificar los casos de violencia varones "", dice el antropólogo DW, Sebastián Lanz, una ONG que a través de litigios legales antes de que los tribunales legales buscan"" establecer un diálogo.entre el estado, las comunidades violadas y las comunidades incomunicadas "".",3.0,-1.0
178,"Allí, por ley, los detenidos deben tener la presencia de la Fiscalía de la Fiscalía para verificar el respeto por los derechos humanos "". Pero lo que hemos visto durante el desempleo nacional es que la policía ha llevado a las personas a otro tipo de instalaciones, e incluso, como enPereira, centros de detención clandestina "", explica Lanz.El otro tipo de arrestos que pueden estar teniendo en cuenta los informes faltantes son ""las capturas de manifestantes o personas que están cerca de los lugares de protesta, que están directamente acusados de delitos, como el terrorismo sin evidencia"". Y con precisión porque, según los temblores., ni el Defensor del Pueblo o Personista ni el Fiscal General están actuando, que ONG anuncia el lanzamiento de ""un plan de emergencia en busca de la falta"".",3.0,-1.0
179,"""La primera línea es un grupo de jóvenes dispuestos a enfrentar escudos, para repeler los ataques policiales contra los manifestantes"", explica Jonathan [1], uno de estos gavroches latinos, que forma parte de los 60 a 80 jóvenes presentes en Puerto Relleno,Al norte de la ciudad, en la carretera que conduce al aeropuerto de Alfonso Bonilla Aragón y a La Panamericana, un sitio que ha sido renombrado como resistencia al puerto y se ha convertido en un lugar emblemático en los escudos de Cali.its: placas de metal, protecciones hechas a mano hechas con abiertas y aplastadasPueden las armas contra la fuerza pública, que los enfrenta con municiones letales y tanques: piedras. La situación está lejos de ser como la guerra de los botones.",2.0,-1.0
180,"Análogamente, el lunes por la mañana, en Yumbo, al norte de Cali, el esquad habría enviado un tanque para terminar la protesta. Use las armas de guerra contra civiles desarmados en las calles, mientras que, en paralelo, se presentan diversas situaciones; ""Dos bicicletas de la policíaTomó Henry [I], uno de nuestros cascos azules "", dice Jonathan, quien, hasta este día, no tiene noticias"". Queremos que los medios vengan aquí y veamos lo que está sucediendo. Esto es nuestra mejor arma: información "",Agrega Peri, también de la resistencia al paso.De hecho, denuncian que la policía está sobornando con dinero a la población a cambio de información sobre la identidad de los jóvenes que constituyen la primera línea.",2.0,-1.0
181,"¿Sin empatía con las víctimas? El asesinato del joven Santiago Murillo en Ibagué (centro del país) el 1 de mayo, probablemente a manos de un agente de la Fuerza de Antimotina de Esmad, como confirmó este mismo 19 de mayo, la fiscalía, es un caso que yoMoverse, y aterrorizar al país Points Gaviria, quien está convencido de que si ""Ivan Duke había reconocido ese error letal, se había disculpado con el joven y había revelado el uso excesivo de la fuerza, no habían muerto a muchos jóvenes"".Finalmente, el rector de la Universidad de los Andes considera que más allá de los problemas sociales y económicos del país, ahora, en medio de la protesta, lo fundamental es el ""rechazo de la violencia en todos los sentidos, y especialmente el rechazo, que expresa y convincente.del gobierno de Colombia a la violencia del estado "".",3.0,-1.0
182,"Las medidas más denigrantes de sujeción y engaño, arbitrariedad y violencia, capitada por el estado, generalmente a menudo se enfrentan a los partidos democráticos, lo que lleva a la creatividad y la conciencia de puntos máximos.Diálogo de arte de la ciudadanía con la política de barril;Los estudiantes plantean una sola voz con la clase trabajadora en acto y energía;Las mujeres protagonizaron las luchas por el reconocimiento y la redistribución, así como la negrura y la fuerza campesina de origen indígena, que llora una verdadera reforma agraria;Los ecólogos agregan la asamblea como sea posible para reinventar nuestras relaciones con la naturaleza, de modo que la fractura metabólica se supere.Esta y otra constelación de subjetividades y colectividades se reúnen cuando se luchan por un sueño de reclamaciones y emancipaciones se trata, articulan la teoría y la praxis, así como las dos fuerzas constitutivas de la voluntad, la racionalidad y la emoción.Paro es una de las diferentes maneras de lidiar con la arbitrariedad.",1.0,-1.0
183,"El iniciado el 28 de abril se ha caracterizado por ser rico y fructífero en complejidad, al irradiarse de otras praxis de insumna, como la desobediencia civil y la revolución en su fase de EVE.También porque es una expresión de una resistencia multitudinosa que no se limitó al requisito de que el gobierno retire el proyecto de reforma fiscal.Como es bien conocido, sus resonancias van mucho más lejos.Bajo la punta del iceberg, hay una verdadera queja contra todo el pedido establecido;Esto es, contra la debacle del estado colombiano, que es una carga de las pandemias sociales: masacres, corrupción, violencia de género, inequidad, feminicidad, hambre, pobreza, desempleo, racismo, xenofobia, extractivismo, abuso de fuerza pública, impunidad, leyes de fondo,Bandas de cuello blanco ... En este orden de ideas, no nos enfrentamos a un espíritu corto, sino un largo aliento.Si deja de estar presente en un acto, estará en poder, como una fuerza latente.",2.0,-1.0
184,"Desde su fundación, significa que RCN fue patrocinado por poderosos empresarios y élites políticas para defender los intereses indefendibles, de los intereses del status quo. En contraste, las redes sociales muestran las cosas en sí mismas. Un ejemplo de esto es el desempleo nacional. Han sido las redes, que se han convertido en una especie de Bistro o Café-Agora, aquellos que han recogido su riqueza teórica-práctica y política. Entre otros hechos, el Parlamento ha enfatizado los siguientes: El esplendor del Partido Demócrata, que llegó a la céntica en ciudades como Cali, que se convirtió en la rama de la escuela para ser la capital de la resistencia; la profundidad de las emociones políticas de Sentipensante, como la rabia, la prima-hermana de la solidaridad y el amor, que muta en indignación, y la indignación, en la resistencia masiva y la digna; El verdadero vandalismo de cuello blanco (Hydroituango, Recicario, Electricaribe, Odebrecht, Chirajara, carrusel de contratación, túnel de línea, Salud ...), que ha abandonado el país mucho peor que cualquier estación de transmilenio; la campaña de vacunación deficiente y demagogo; el colapso y la podredumbre de las instituciones; La insensibilidad de confundir la opinión de las personas de la Fland e Influyentes con el argumento de los analistas políticos expertos. Este es solo el comienzo.",2.0,-1.0
185,"La frase ""Los héroes en Colombia existen"" se han tomado las redes. Dichos héroes son los comunes, los de los pies, los que, al unirse, tienen el poder de dar luz a un poder político prejurido y ilimitado, capaz de administrar a los delegados, modificar o abortar las instituciones injustas y poner las bases de una democracia real. , En una clave social y ecológica. La ciudad es resistente y valiente. Se ha demostrado una vez más que detener, protestar y rebelarse no es un acto estéril; Por el contrario, las grandes conquistas siempre han sido precedidas por grandes revoluciones. Con conciencia, pórfida y persistencia, las personas simples lideraron contra las cuerdas al gobierno, lograron acostar el proyecto de reforma y presionar de manera efectiva la renuncia a la Carrasquilla del Ministerio de Finanzas y el Crédito Público. Es un gesto importante, que está integrado con otros y debe completarse con los que siguen. A corto plazo, permanecen desempleados, presione la salida de Duke y derriba los nuevos proyectos de reforma de salud, en cuestiones de pensiones y laboristas; A mediano plazo, lucha contra las pandemias sociales que ha capturado el estado; A largo plazo, desmantelando el estado inconstitucional, con el fin de plantear un nuevo proyecto que protege la vida, la libertad, la igualdad y la felicidad.",2.0,-1.0
186,"Las exportaciones de café cayeron un 11% en junio debido a los bloques nacionales de desempleo. Las exportaciones de COFFEE de Colombia recuperaron mucha tierra desde la tierra en junio y cayeron solo un 11%, en 986,000 bolsas de 60 kg de café verde, en comparación con 1,11 millones de sacos.Exportado en el mismo mes de 2020.Bueno, las exportaciones de café aún no han podido destacar, vale la pena destacar el importante trabajo logístico realizado para alcanzar el nivel actual de envíos, después del puerto principal de Colombia, Buenaventura, donde se va.Más del 60% desde el café del país, durará más de 40 días bloqueados, explicó el gerente general de la Federación Nacional de Café, Roberto Vélez Vallejo.",1.0,1.0
187,"'Primera línea' entregó la Universidad de Quindío en ""Estado de vandalización deplorable"", denuncia a su rector. Cerca de 20 jóvenes que dicen ser miembros de la primera línea en esa región se habían tomado la universidad durante más de 20 días. El asesor presidencial de la seguridad nacional, Rafael Guarín, atacó contra dicho grupo, señalando que no lo integran, según él, jóvenes espontáneos que salen de los barrios populares o pacíficos de Mammos. En ese momento, el funcionario indicó que los de la primera línea no pueden ser catalogados como ""héroes"", a aquellos, según el consejero presidencial, algunos políticos exaltan. El martes, hubo un nuevo hecho del vandalismo que se atribuye a la primera línea, en esta ocasión en el Departamento de Quindío, con la que la crítica de este grupo de manifestantes continúa creciendo. El nuevo hecho en el que participa la primera línea es un presunto robo y vandalización dentro de las instalaciones de la Universidad de Quindío, que habían tomado este grupo durante unos 25 días.",2.0,1.0
188,"PETRO tiene que ver con el desempleo: Néstor Humberto Martínez.El exfiscal cree que el candidato de Colombia Humano está detrás de las manifestaciones. En la entrevista, la Directora de la Semana, Vicky Dávila, le preguntó a Martínez si porque él Petro tiene que ver con el desempleo, aLo que respondió: ""Definitivamente, tiene que hacerlo"". Añadió que es un hecho que el senador ha convocado a grandes movilizaciones y que las personas más cercanas a él son las que financian a aquellos que están en las calles "".Recuerde que el país que Petro convocó la mayor marcha en la historia de Colombia, su gente es el propietario y financiero de la primera línea, es decir, de la confrontación con el Essad. Es decir, no son solo de las marchas pacíficas, sinoDe los actos de violencia contra la autoridad "", dijo.Martínez se refiere al VAKI que promovió a Gustavo Bolívar para entregar elementos a los distribuidores de este grupo.",0.0,1.0
189,"""Gustavo Petro instigó el desempleo y no rechazó la violencia"": Enrique Peñalosa. El exalcalde de Bogotá habló sobre la ventaja de Gustavo Petro en los otros candidatos para las elecciones 2022, en la encuesta de National Consulting Center durante la semana. Por esa razón, los dos fueron consultados sobre el choque que Gustavo Petro tuvo en esta encuesta. Aunque se queda en el primer lugar de la intención de la votación, bajó cuatro puntos en relación con los resultados anteriores y logró un 21%. Enrique Peñalosa, fue la más crítica con el exalcalde de Bogotá y señaló que esta pérdida porcentual es una consecuencia natural del desempleo nacional. ""Es cierto que Gustavo Petro instigó el tema del desempleo y realmente no fue lo suficientemente claro y oportuno rechazando la violencia y los bloqueos que hubo. La ciudadanía sabe que"", dijo Peñalosa. Además, indicó que Petro está teniendo un desgaste natural en las luchas constantes en las redes sociales y el radicalismo en los mensajes de él.",0.0,1.0
190,"MARÍA DEL ROSARIO GUERRA: Con estos 40 días de desempleo, nadie ganó absolutamente; Nos retiramos casi 10 años. El Comité Nacional de Paro anunció el martes la suspensión temporal de las movilizaciones que se llevan a cabo en varias regiones del país. Después de más de un mes de protestas en el país, el Comité Nacional de Paro anunció que harán una suspensión temporal de movilizaciones. ""Hemos decidido hacer una interrupción temporal de las movilizaciones recurrentes que estábamos haciendo los miércoles. Eso no significa que la movilización social se encuentra en Colombia"", dijo Francisco Malteés, presidente de la planta de los trabajadores unitarios (CUT) y miembro de la Comité. María del Rosario Guerra, senadora del Centro Democrático, dijo que lamentablemente lo que dejó el desempleo en el país son personas que murieron entre civiles y miembros de la fuerza pública, así como un empobrecimiento de la población. El congresista de Uribismo también destacó que con el desempleo ""no sabía absolutamente nadie"" y que, por el contrario, Colombia se retiró al menos diez años.",1.0,1.0
191,"La historia desgarradora de los campos de ángel, patrullero que intentó quemar vivo durante el desempleo. El uniformado fue quemado por una bomba de Molotov, en medio de los fuertes disturbios el miércoles en Bucaramanga. Otros dos patrulleros fueron heridos en actos vandalicos. Rechazamos los actos vandalicos y delictivos registrados esta noche contra la vida e integridad de nuestros policías en Bucaramanga. Tres colegas resultaron heridos con bombas de fuego y objetos contunzados "", dijo la policía en Twitter, después de lo que sucedió en la capital de Santander"". Fue una reunión de amigos, compañeros "": El líder social Diana Parafán critica la reunión de la CIDH con las víctimas. Los La pertenencia uniformada a la Esmad dijo que estaba bastante deprimida y psicológicamente afectada por lo que sucedió contra él el miércoles, porque no pensó que una situación de aquellos le sucedería "". Esperaba que mi familia me esperara en mi casa, eso Hoy en día, que estoy sirviendo un año, más de la vida podría compartir con ellos "", dijo el uniformado, que se recupera en una clínica.",3.0,1.0
