,Item (Texto),GravedadMode
183,"el paro nacional logró arrojar luz sobre la fractura social que vivimos. Las personas se dividieron en dos bandos que hacían gala de una intolerancia enfermiza en ocasiones, como cuando se pedía el boicot a empresas por opiniones personales de sus CEO o se justificaba el fallecimiento de un bebé dentro de una ambulancia paralizada por los bloqueos.",3
184,"A Andres Escobar se le ve portando un arma de fuego y dispararon contra los manifestantes en Cali, por lo menos 4 personas murieron ese día por disparos como los de Escobar. Este supuesto empresario, está junto a agentes de la policía nacional, por lo que se presume que hay una complicidad entre ambas partes. La Fiscalía de Colombia no se ha pronunciado por los hechos, sin embargo, este ciudadano podría pagar varios años de cárcel por haber cometido varios delitos. Posiblemente este “colombiano de bien” tenga relaciones con grupos narcoparamilitares que están en Cali.",3
185,"¿Niños entrenados en las filas de la ‘primera línea’? Crece la polémica. La polémica sigue viva luego de que aparecieran videos de menores siendo entrenados para hacer parte de la primera línea del denominado paro nacional. En entrevista con Vicky en SEMANA, Yohana Jiménez, promotora de la cadena perpetua para violadores en Colombia, y Margarita Restrepo, representante a la Cámara por el Centro Democrático, debatieron sobre los videos que se han conocido en redes sociales que dan cuenta de niños que estarían siendo entrenados para hacer parte de la denominada primera línea, acompañados por adultos.",2
186,"En las últimas horas, varios congresistas de la oposición informaron que el Procurador abrió investigaciones preliminares y investigaciones formales para temas relacionados con el desempleo nacional y las horas antes de que el Congreso comenzara el debate sobre la reforma del Código Disciplinario que le daría a los Jueces Powers Tothe Attorita Hair.La consecuencia de que surgen estas investigaciones es que los parlamentarios investigados deben ser declarados impedidos de votar sobre esta reforma que, desde que se arraigó, no apoyan. Los representantes afectados incluyen Angela María Robledo, Inti Asprilla, María José Pizarro y el senador Alexander López., quien denunció que es un acoso realizado por la Oficina del Fiscal.",3
187,"El Parque Mundialmente referido es un espacio público ubicado cerca del portal que ya ha sido ocupado con los campamentos. Los países han denunciado la ocupación de este espacio y el Distrito es consciente de su existencia. Hace unas semanas, de hecho, distritoSe ofrecieron servicios allí en el marco de una Feria de la Comunidad. Agvanza la posibilidad de que el Distrito no otorgue este espacio, ""The Profe"" aseguró que están abiertos ""para escuchar otras opciones"".",1
188,"Una encuesta confesada informó que el 90.4% de los 12,979 empresarios consultados, según los puestos de trabajo que generaban, entre uno y cinco están en riesgo de los efectos del desempleo y los bloqueos. A la vez, una encuesta de la Cámara de Comercio de Bogotá encontró que, continuarCon la situación del orden público, el 21% de las empresas en la capital reducirían al personal contratado.",2
189,"Molano afirmó el sábado que la fuerza pública ya identificó a los líderes de los actos vandalicos en la ciudad, entre los cuales, según el ministro, sería alias 'Andrés', 'Cheeto' y 'Maiz' en el momento en que ofreció una recompensa deUP50 millones de pesos para obtener información sobre estos hechos.
Según el gobernador, estas declaraciones provocaron el rechazo de la ciudadanía caucana, porque son líderes sociales reconocidos en la región. El gobernador solicitó garantías de estos líderes y que se cumplen los preceptos legales del debido proceso.",3
190,"El Instituto de Estudios para el Desarrollo y la Paz (Indepaz) denunció el asesinato de tres jóvenes en el Departamento de Cauca colombiano, una de las regiones con una gran población indígena en Colombia, dos de ellos identificados como miembros del popular Coordinador de Procesos y Comunidad (CPPC) y miembros activos del desempleo nacional contra el gobierno correcto de Ivan Duque.",3
191,Se registraron fuertes perturbaciones el miércoles en el norte de Popayán en el desarrollo de un nuevo día de demostraciones del desempleo nacional. Se informan a las personas lesionadas.,2
192,"Uribe, Petro y Duke, indicó a los oportunistas para felicitar a Egan por el turno de Italia ... en Twitter, también destacaron comentarios sobre los que se elevó a los mensajes de Duke, Petro y Uribe, pero la victoria de Egan se unió al país. Uno de ellos fue queDe Mauricio Jaramillo Marín, quien Trinó: ""Le dicen a Petro Oportunista por tweeting sobre Egan. Le dicen al presidente oportunista que lo felicitará. Y otros. ¿Qué es el juego? (Creo que, por el contrario, esto no es oportunismo: elLa victoria a su vez es algo que nos une, que está por encima de las rivalidades) "".",0
193,"PETRO tiene que ver con el desempleo: Néstor Humberto Martínez.El exfiscal cree que el candidato de Colombia Humano está detrás de las manifestaciones. En la entrevista, la Directora de la Semana, Vicky Dávila, le preguntó a Martínez si porque él Petro tiene que ver con el desempleo, aLo que respondió: ""Definitivamente, tiene que hacerlo"". Añadió que es un hecho que el senador ha convocado a grandes movilizaciones y que las personas más cercanas a él son las que financian a aquellos que están en las calles "".Recuerde que el país que Petro convocó la mayor marcha en la historia de Colombia, su gente es el propietario y financiero de la primera línea, es decir, de la confrontación con el Essad. Es decir, no son solo de las marchas pacíficas, sinoSobre los actos de violencia contra el entendimiento "", dijo.Martínez se refiere al VAKI que promovió a Gustavo Bolívar para dar elementos al desmonte de este grupo.",0
194,"Minefensa advierte que ya tienen un borrador del proyecto antimálogo. El ministro Diego Molano explicó lo que anunció los puntos centrales de este proyecto, anunció el presidente Ivan Duque. El proyecto anti-vandalismo, que propuso al presidente de la República, Ivan Duke, fue una respuesta a los hechos de la violencia, el terrorismo y el acoso, no solo a la fuerza pública, sino a la comunidad y durante la protesta nacional de desempleo. El presidente lo anticipó y ahora el Ministro de Defensa, Diego Molano, advirtió que hayan preparado un borrador de ese proyecto. Molano dijo que el proyecto tiene tres pilares fundamentales, que incluye, ante todo: endurecer las sanciones para aquellos que incurren en comportamientos ilegales relacionados con la movilización o que afectan la protesta pacífica. El proyecto, según el ministro Molano, está acompañado por la creación de nuevos tipos criminales, es decir, nuevos delitos sobre comportamientos que a su discreción no se sienten penalizados. Finalmente, son los mecanismos para garantizar que la infiltración de violenta no afecte el desarrollo normal de la protesta pacífica.",1
195,"Esa debilidad y esa fragmentación están a su vez, reflejando un problema más feliz: nadie en Colombia representa a nadie. Los sindicatos hablan por el 4% de los trabajadores en grandes empresas, las ONG hablan por sus respectivos activistas, los gremios dicen algunas cosas mientras que Sarmiento y la antioquia se aseguran deOtras cosas, el periodismo desapareció, las redes son ruidos puros ... EEVEN, los políticos de la oposición hablan a una capacidad personal (como dijo de la calle cuando la coalición de la esperanza se reunió con Ivan Duque).",1
196,"En todas partes, los niños jóvenes y ocupados jugando al fútbol, bailando, pintando, cantando, ""terroristas. ¿En serio? ¿Es eso lo que ves a nuestro alrededor?"", Pregunta a Tata, convertir su cámara 360 grados ina soleado domingo que se siente como la fiesta de un patrón.Santo.Por otro lado, Steven recuerda a Nicolás, heridos hace varios días, llevó al hospital en el que perdió su vida.Daniela suspira: ""Tengo 24 años y una niña de la niña, salgo con miedo al estómago, sin saber si puedo volver a casa. Pero no puedo sentarme y no hacer nada. Estudiamos leyes en la universidad durante cincoLos semestres, ya no podía pagarme. ¿Qué es mi futuro? """,3
197,"El gobierno de Ivan Duque modificó el viernes pasado el decreto para limitar la definición de protesta pacífica, con la cual, a partir de ahora, los bloques de las pistas dejan de ser una forma de protestas, por lo que el ""uso de la fuerza"" por las fuerzas de seguridad.",2
198,"Las medidas más denigrantes de sujeción y engaño, arbitrariedad y violencia, capitada por el estado, generalmente a menudo se enfrentan a los partidos democráticos, lo que lleva a la creatividad y la conciencia de puntos máximos.Diálogo de arte de la ciudadanía con la política de barril;Los estudiantes plantean una sola voz con la clase trabajadora en acto y energía;Las mujeres protagonizaron las luchas por el reconocimiento y la redistribución, así como la negrura y la fuerza campesina de origen indígena, que llora una verdadera reforma agraria;Los ecólogos agregan la asamblea como sea posible para reinventar nuestras relaciones con la naturaleza, de modo que la fractura metabólica se supere.Esta y otra constelación de subjetividades y colectividades se reúnen cuando se luchan por un sueño de reclamaciones y emancipaciones se trata, articulan la teoría y la praxis, así como las dos fuerzas constitutivas de la voluntad, la racionalidad y la emoción.Paro es una de las diferentes maneras de lidiar con la arbitrariedad.",0
199,"Desde su fundación, significa que RCN fue patrocinado por poderosos empresarios y élites políticas para defender los intereses indefendibles, de los intereses del status quo. En contraste, las redes sociales muestran las cosas en sí mismas. Un ejemplo de esto es el desempleo nacional. Han sido las redes, que se han convertido en una especie de Bistro o Café-Agora, aquellos que han recogido su riqueza teórica-práctica y social-social. Entre otros hechos, el Parlamento ha enfatizado los siguientes: El esplendor del Partido Demócrata, que llegó a la céntica en ciudades como Cali, que se convirtió en la rama de la escuela para ser la capital de la resistencia; la profundidad de las emociones políticas de Sentipensante, como la rabia, la prima-hermana de la solidaridad y el amor, que muta en indignación, y la indignación, en la resistencia masiva y la digna; El verdadero vandalismo de cuello blanco (Hydroituango, Recicario, Electricaribe, Odebrecht, Chirajara, carrusel de contratación, túnel de línea, Salud ...), que ha abandonado el país mucho peor que cualquier estación de transmilenio; la campaña de vacunación deficiente y demagogo; el colapso y la podredumbre de las instituciones; La insensibilidad de confundir la opinión de las personas de la Fland e Influyentes con el argumento de los analistas políticos expertos. Este es solo el comienzo.",1
200,"Durante los últimos 26 días, ya que se convirtió en un desempleo nacional como negativo a las directrices del gobierno de Ivan Duque, la Oficina del Fiscal General y el Defensor del Pueblo tienen en sus informes, 43 personas fallecidas de las cuales 17 de ellas tienen Nexus directas con las protestas. Los lugares.del país que informa la mayor cantidad de muertes es Cali con ocho casos, seguido por Valle del Cauca (3), Cundinamarca (3), Tolima (1) y Bogotá (1) .Adicionalmente, hay 7 muertes en el proceso de verificación,Y alrededor de 19 tienen evidencia para establecer que no mantienen el vínculo con las movilizaciones.",3
201,"Fue salvo de morir: la historia desgarradora de un policía que le dio 27 punzones en medio de disturbios. El uniformado duró al menos cuatro días luchando por la vida de él en una unidad de cuidados intensivos en la clínica policial en Cali. Desde que comenzaron las marchas en Colombia, los fallecidos y heridos se han convertido en una realidad diaria, después de las clases fuertes entre civiles y miembros de la fuerza pública en varias regiones del país. Una situación que preocupa a los ciudadanos, teniendo en cuenta que, además de la violencia en los últimos días, combustible, medicamentos y alimentos, comienza a preocuparse por los hogares colombianos. En medio de los hechos de la violencia que se han presentado en medio del desempleo, un policía identificado como Ángel Gabriel Padilla, dijo cómo logró sobrevivir a pesar del ataque brutal que sufrió el 29 de abril en el municipio de Yumbo, Valle del Cauca. El policía recibió al menos 27 punzones y también fue atacado con patadas y objetos contundentes. Patrulo Padilla, víctima de terroristas urbanos que llaman ""protesta"" a los delitos de él. Le dieron 27 punzones. Audífonos aterrorizantes como moribundos, corre para refugiarse en un hogar y lo buscan y lo llevan a la calle, por lo que muere. Cuatro días en la UCI y lesiones graves.",3
202,"Este jueves en las sesiones conjuntas de las primeras comisiones y comisiones del Senado, el proyecto de ley que busca una reforma exhaustiva del Código Disciplinario propuesto por el Fiscal General de la Nación, en el jefe de Margarita Hair.An iniciativa que plantea cambios drásticos del público.El ministerio y que no convence a la oposición, que ha denunciado en estos últimos días para aprobarlo sería brindar a los superpoderes del juez al procurador. La reforma se presenta después de que la Corte Interamericana de Derechos Humanos (Corte ADI) instó a laEstado colombiano Para ajustar los poderes sancionarios de la entidad en la investigación contra los funcionarios públicos de las elecciones populares por casos de corrupción y violación de los derechos humanos, para el caso de Gustavo Petro que fue despedido cuando fue alcalde de Bogotá irregularmente por el Alejandro Ordóñez.",1
203,"Los manifestantes se agruparon en el sector de la calle 30 con Avenida Colvalar, cayó junto al bulevar del barrio de Simón Bolívar, generando pánico y terror a lo largo de su viaje para llegar a la siguiente área de la antigua escuela de la policía de Antonio Nariño. Siempre que se enfrentó a la ESMAD.y lanzó bombas Molotov contra la antigua sede.",2
204,"Si agregamos a sus representantes a la Cámara y los Senadores, Antioquia se convierte en el departamento con un mayor número de congresistas: 28 en total. Hay 18 representantes y 10 senadores (de Antioqueno o concentrando su voto en el departamento). En su gran mayoría,Se alinearon con Duke para salvar al Ministro de Defensa, Diego Molano, a quien un movimiento de censura se adelantó a dos veces que buscaba retirarlo de la posición debido a su gestión errática de la fuerza pública en el marco del desempleo nacional.; Los comentarios denigrantes de él sobre la protesta social y la indiferencia de él con las miles de víctimas que continúan abandonando la represión policial.",2
205,"Motilonas Rap es un grupo de rap compuesto por Johana Ortega Cabarico y Denys alelyda Cáceres Cabarico, quien le dio vida en 2010 en el municipio de Tibú (norte de Santander). Su nombre artístico es un homenaje a la gente original Barí, conocido como Barí Motiles., que han vivido e históricamente resistido en este territorio. Para los moteles, Rap es una herramienta que permite reconstruir la memoria, fortalecer el tejido social, devolver la esperanza y proporcionar transformación territorial a través del arte. «¿Cuándo será la última vez que le escribamos a nuestro país que nosotros¿Están cansados de la muerte, la guerra, la miseria y todo lo que nos duele? Gritando y con la dignidad enojo, nos levantamos de nuevo con el rap hasta que nos escuchamos, y en medio del desempleo nacional, no seremos la excepción "", dijo Denys Cáceres.",0
206,Vandals quemó un autobús de transmilenio en la estación terrena de Soacha. Transmileno suspendió el servicio de la ruta G520. Un trance gigantesco de más de dos kilómetros se registra en la entrada sur de Bogotá.,1
207,"Los oficiales del ejército de la Reserva Activa del Curso Militar ""Coronel Antonio Arredondo"" expresaron su preocupación el jueves por la situación de que el país se debe actualmente al desempleo nacional. Cording al Grupo de Oficiales, Colombia
 está ""delante de una amenaza que atenta contra la integridad del estado,
Democracia e instituciones, al mismo tiempo que afecta al
Estructura productiva y empresarial del país "".",1
208,"Lentes rotos, barras y puertas destruidas, paredes maltratadas o invadidas de mensajes, vehículos dañados o quemados. Eso son algunas de las imágenes del vandalismo que los colombianos han visto a través de la televisión, y que hasta ahora ha dejado el desempleo nacional en la infraestructura de los más.Ciudades afectadas.",1
209,"Luisito Communica llegó a Cali para registrar la llegada nacional en Colombia 2021. YouTube llegó a su casa para documentar las protestas y contrastarlas con la información proporcionada por los diferentes medios. Vamos a pesar de su objetivo firme, varias personas se han acercado a tomar fotos con él.En la cuenta de YouTube, se destacan algunos videos, donde el Creador de contenido ha difundido las diversas situaciones que viven otras naciones. Antes de llegar a la República, a través de las redes sociales, expresó los diferentes hechos del desempleo nacional y los ataques que se dieron haciaLos concesionarios que protestaron pacíficamente.",0
210,Los bloques en el país han dejado pérdidas del orden de 516 mil millones de pesos para el comercio de PAISA y alrededor de nueve de cada diez hombres de negocios en el sector (88%) informan la escasez de productos. La situación es adversa y ha hecho que estén emocionados de recibir $ 18mil millones por día.,2
211,"Amnistía Internacional (AI) instó este jueves a los Estados Unidos a suspender el suministro de armas a Colombia por su uso contra los manifestantes en las protestas antigubernamentales que han explotado en esa nación sudamericana. La organización, con sede en Londres, considerada verificada queEl gobierno presidido por el derecho de la derecha Ivan Duke ""está usando indebidamente las armas y equipos de los Estados Unidos para cometer violaciones de los derechos humanos contra los manifestantes en Colombia"". Por esta razón, AI instó al Secretario de Estado de los Estados Unidos., Antony Blinken, a ""inmediatamentecese el suministro, la venta o la transferencia directa o indirecta de material utilizado para la represión "".",3
212,"A primera vista, todo lo que Petro ha dicho es claramente una exageración o una mentira. Sin embargo, en un entorno hervido y violento, sus palabras se vuelven gasolina, y lo único que hacen es que la luz odia más en un momento en que los colombianos exigen la grandeza y los sensibilizantes.Demanda, principalmente jóvenes. Para esta razón, Petro está mal y está jugando, literalmente, con fuego: lo que hoy puede hacerlo popular mañana podría pasar una factura costosa en términos políticos y dejarlo sin opciones en las presidenciales.",1
213,"Y, además, dicen que para iniciar el diálogo, solicitan la no judicialización de los miembros de la primera línea por delitos relacionados con el terrorismo, el vandalismo, el daño en los delitos públicos y otros delitos relacionados con los bienes legales protegidos y el reconocimiento del mundo.Parque como un área de un campamento permanente para los miembros de las primeras líneas que en el momento de ejercer el derecho de demostración se dejaron sin hogar "". Exigimos que se establezca este campamento con Veeduría 24/7"".",1
214,"""Rechazamos la intención de que los manifestantes tomen los populares barrios de escudo para refugiarse, ya que también hemos solicitado a la policía a no caer en esas provocaciones"", dijo el alcalde de Cartago, Víctor Álvarez.in represalia, algunos manifestantes vandalizaron las instalaciones.del Hospital San Juan de Dios, también una ambulancia e incineró el único automóvil de tanquemos de los bomberos voluntarios con los que el municipio tenía.",2
215,"Marbelle nunca ha ocultado su uibismo. Es más, en estos días convulsivos y violentos, el discurso de ella ha sido radicalizado. Aunque Petro no ha hecho nada más que llamar a la calma, Marbelle insiste en que él era el senador de Colombia humana que le importaba.Cali, que vive una verdadera batalla de campal. Sin embargo, con todo el amor de ella, Tatán Mejía su contradijo y le recordó que había estado Uribe, con los tranquilos de ella, que radicalizaron la protesta.",0
216,"""No creen que estuviéramos cometiendo barricadas, estamos construyendo el país democrático que toda la Colombia merece ante la discapacidad actual. Algo, ya que las soluciones exploradas por el equipo económico que comienza a trabajar es lo que la gente demanda en las calles"", escribió Petro sobre elreunión. La cantante Tecno Lanera decidió responder al anuncio de un gobierno futuro que hizo de PETRO, reiterando las críticas que mantiene contra el líder político "". Alguien que le dice que está alucinando ... Quiero fumar de eso que vendaPara ver si lanzaba la presidencia "", escribió Marbelle en su cuenta de Twitter, ella nuezaba un mensaje que decoraba con emoticonos de risa.",0
217,"Las redes sociales fueron testigos de una nueva controversia protagonizada por Miguel Polo Polo, quien compartió, de su cuenta de Twitter, una nueva asamblea que involucra a la senadora Gustavo Petro y en la que sugiere que el líder de Colombia Humano es un criminal perseguido en byjustice.es, él indica la trina.del militante político que tendría una supuesta recompensa para darle el paradero de él.",1
218,"CABA realizó un comentario respondiendo a una revisión de que Miguel Polo, activista colombiano, hecha sobre el papel que ha jugado a Luisito se comunica desde su llegada al país "". Luisito se cae sobre mí, pero si él viene a ver a los del bloqueo como social.Justiciers, cuando son bandidos que violan los derechos a la libre circulación, el trabajo y la salud de la ciudadanía, mejor que regresar a México. Pero tenemos con las ONG izquierda "", dijo Miguel Polo a través de sus redes sociales. Sobre este comentario, el congresista perteneciente.A la Banca del Centro Democrático respondió diciendo: ""¿Quién lo patrocina?"" Este hecho fue criticado por diferentes sectores y grupos sociales que apoyan la protesta social que tiene lugar en Colombia, argumentando que no hay un tinte político detrás del trabajo que Luisito esRealizando en el territorio nacional.",1
219,"Un panorama de que la propia fundación indicada ha transcurrido en medio de estigmatizaciones y agresiones por parte de los miembros de la fuerza pública y bajo un total silencio del gobierno y las autoridades. Después de que los disturbios y demostraciones se redujeron en la última vez, el Defensor del Pueblo anunció queAvanzará un día de recepción de quejas y quejas abiertas a periodistas y reporteros gráficos que fueron víctimas de agresiones y restricciones a su oficina en el marco de THESTP, comenzó el 28 de abril.",1
220,"""La primera línea es un grupo de jóvenes dispuestos a enfrentar escudos, para repeler los ataques policiales contra los manifestantes"", explica Jonathan [1], uno de estos gavroches latinos, que forma parte de los 60 a 80 jóvenes presentes en Puerto Relleno,Al norte de la ciudad, en la carretera que conduce al aeropuerto de Alfonso Bonilla Aragón y a La Panamericana, un sitio que ha sido renombrado como resistencia al puerto y se ha convertido en un lugar emblemático en los escudos de Cali.its: placas de metal, protecciones hechas a mano hechas con abiertas y aplastadasPueden las armas contra la fuerza pública, que los enfrenta con municiones letales y tanques: piedras. La situación está lejos de ser como la guerra de los botones.",2
221,"La protesta en Colombia tiene su origen en un aumento de los impuestos a los que se ha agregado una gran incomodidad social. La acción de la policía no ha ayudado a apaciguar ese descontento. Jerónimo Castillo, investigador de las ideas de la Fundación para la Paz, un laboratorio de ideas, considera que las autoridades no han podido responder a las demandas de la calle "". Hay un estado que ha sido desmontado su bienestar y se ha centrado en los asuntos de la policía (los guerrilleros, la guerra contra Narco). Ahora ha sidoNo se puede entender que hay un cambio en la forma de entender la gobernanza porque debe negociarse con múltiples actores sociales y políticos. Pero la única respuesta es la policía "", dice.",2
222,"Las exportaciones de café cayeron un 11% en junio debido a los bloques nacionales de desempleo. Las exportaciones de COFFEE de Colombia recuperaron mucha tierra desde la tierra en junio y cayeron solo un 11%, en 986,000 bolsas de 60 kg de café verde, en comparación con 1,11 millones de sacos.Exportado en el mismo mes de 2020.Bueno, las exportaciones de café aún no han podido destacar, vale la pena destacar el importante trabajo logístico realizado para alcanzar el nivel actual de envíos, después del puerto principal de Colombia, Buenaventura, donde se va.Más del 60% desde el café del país, durará más de 40 días bloqueados, explicó el gerente general de la Federación Nacional de Café, Roberto Vélez Vallejo.",1
223,"'Primera línea' entregó la Universidad de Quindío en ""Estado de vandalización deplorable"", denuncia a su rector. Cerca de 20 jóvenes que dicen ser miembros de la primera línea en esa región se habían tomado la universidad durante más de 20 días. El asesor presidencial de la seguridad nacional, Rafael Guarín, atacó contra dicho grupo, señalando que no lo integran, según él, jóvenes espontáneos que salen de los barrios populares o pacíficos de Mammos. En ese momento, el funcionario indicó que los de la primera línea no pueden ser catalogados como ""héroes"", a aquellos, según el consejero presidencial, algunos políticos exaltan. El martes, hubo un nuevo hecho del vandalismo que se atribuye a la primera línea, en esta ocasión en el Departamento de Quindío, con la que la crítica de este grupo de manifestantes continúa creciendo. El nuevo hecho en el que participa la primera línea es un presunto robo y vandalización dentro de las instalaciones de la Universidad de Quindío, que habían tomado este grupo durante unos 25 días.",2
224,"El 9 de mayo, los civiles vestidos de blanco en esta misma área del sur de Cali conocidos como Garden City dispararon abiertamente a un grupo de pueblos indígenas que supuestamente se pusieron a su sede. El área tiene urbanizaciones cerradas con casas de campo, naturaleza tropical frondosa y seguridad privada..... ""Aquí hay un sentido de comunidad que manifestó ese día"", explicó "". Porque nos costó mucho convertirnos en el vecindario en (de moda, acomodado) y queremos que te quedes así"". ""NosotrosNo quiero lastimar a nadie, pero también queremos que respetemos la nuestra; no puede ser que la protesta por los derechos de algunos termine con los derechos de los demás "", concluyó. El auge de estos vecindarios en Cali se dio durante elAltura del narcotráfico en los años 90, pero, según Tededes, ""la comunidad los ha estado sacando (a los narcos)"".",3
225,"Como en las mejores batallas de rap, un joven miembro de la policía nacional de Colombia pareció animar una tarde, donde cientos de personas se reunieron para cumplir un día más del desempleo nacional en la ciudad de Medellín. El video se publicó en la cuenta oficial de laPolicía de Medellín donde se puede ver cien personas moviendo un círculo en un parque del barrio de Santa Lucía de la capital antioquina, donde se puede ver al agente cantando hip-hop acompañado de jóvenes que disfrutaron de sus rimas y los aplaudieron.",0
226,"Los jóvenes siempre han sido actores relevantes en las reclamaciones y protestas sociales, sin embargo, el desempleo que generó un brote social este año tiene una particularidad para ello: ""Ahora los adultos, la generación antes de nuestros padres y abuelos, están reconociendo, antes de que no lo hicieran. ""De eso, precisamente, la IV la reunión de Memorias fue tratada. Se explicó el coordinador de la Comisión Interescular de Justicia y Paz, explicó que para garantizar la no repetición del conflicto, debemosEntiendo que ""cuando hablamos de territorios, solo son ruralidad, pero también los territorios urbanos"".",1
227,"Andrés Escobar, el empresario que fue capturado en el rodaje de video en la ciudad de jardín, habló después de que los eventos registrados el viernes pasado en este vecindario del sur de Cali y después de que estuviera expuesto en las redes sociales, donde lo calificaron de ""Assassin, Paramilitary y Genocide""Sí, le aseguró que, según las fotos que han estado circulando en las redes sociales, ha sido objeto de ""insulto, calumnia, amenazas múltiples aceleradas"". Afirmó que ""los disparos debían disuadirlos, ya que estaban avanzando para quemar""La CAI de la ciudad de jardín.",3
228,"Una patrulla de la Policía Nacional informó este jueves que fue violada por vándalos en Cali, Valle del Cauca. El funcionario que estaba en trabajos de seguridad durante las manifestaciones el 29 de abril, cuando ocurrieron los hechos. Se le había asignado a la seguridad en un sector aEl este de Cali. En medio de los actos vandalicos, entró en la CAI para protegerse de ella. Pero los vándalos lo llevaron en contra de las instalaciones y jugaron fuego. Aquí, esta mujer comenzó a vivir los momentos más difíciles de su vida.",3
229,"Los bloques no se permitirán en las próximas manifestaciones: MENDEFENSE.MINISTER DIEGO MOLANAN, dijo que existe información de inteligencia sobre los desentises de las FARC y el ELN que buscan financiar los actos violentos. Un nuevo mensaje envió al gobierno a aquellos que pretenden tomar las formas de hecho.En medio de las manifestaciones. El ejecutivo dijo que se permitirán los actos de vandalismo o bloqueos como ocurridos en los últimos días del desempleo nacional.",2
230,"Ambas organizaciones están instaladas en la Plaza contra el importante portal de América, pero la primera línea ha sido más resistente a un acuerdo "". Nos consideramos independientes. Respetamos la dinámica del Comité de Desempleo, pero no los reconocemos como OUR.No acepte el descenso de la tabla o que se acabe las cerraduras. La primera línea de resistencia del portal aún está a pie de la lucha y se sigue en un proceso de conformación de un movimiento político y, como tal, no vamos a descansar "".dijo el maestro. Se han despejado de señalar que, de hecho, las formas de hecho no se irán por ahora y que defenderán a la población y los manifestantes "". La primera línea traerá seguridad contra la represión estatal"", agregó. Pero agregó qué¿Piden? Tienen al menos una hoja de 21 peticiones de naturaleza nacional y distrital.",2
231,"Fecha del 11 de junio, se envió un mensaje de la cancillería a algunos ciudadanos que viven en otros países. En esta carta, el vicepresidente señala que a pesar de estar en el exterior, pueden mostrar que Colombia ""es una nación que nos emociona porqueHa surgido a pesar de muchas dificultades y divisiones, donde la exclusión y la desigualdad han sido el origen de muchos de los problemas que incluso hoy nos afligen "".",0
232,"El gobierno de Ivan Duque anunció este viernes 18 de junio que modificó un decreto presidencial para limitar la definición de protesta pacífica y especificar que los bloques de seguimiento son temporales o permanentes, no son una forma de manifestación y, por lo tanto, permite ""uselegitimate of Force"".",3
233,"Las protestas registradas en Colombia desde fines de abril han dejado al menos 27 muertes y más de 2,000 personas lesionadas, según un saldo publicado el viernes por el Ministerio de Defensa y que cita como fuentes de información al Fiscal General de la Nación ylos policenacionales.",3
234,"Los congresistas de la oposición que fueron denunciados supuestamente apoyando a los jóvenes del desempleo nacional solicitó la protección internacional al Comité de Parlamentarios de los Derechos Humanos, de la Unión Interparlamentaria, porque creen que no tienen garantías de neutralidad de las agencias que los investigan a los astentes abogados.General.",0
235,"El ministro, Diego Molano, salió en defensa del papel de la fuerza pública. Durante la intervención de él, el funcionario reiteró que durante los actos violentos ha habido interés en las organizaciones en el margen, como las disidencias de las FARC y el Eln. Explicó que en Cali, Medellín, Popayán y Bogotá, se han dado ataques sistemáticos a las entidades estatales, como la Oficina del Defensor del Pueblo, la Oficina, la Oficina del Fiscal General, las acciones que están totalmente organizadas, no por manifestantes pacíficos sino por las organizaciones de criminales, En hechos que reiteraban son terroristas. ""¿Quién está detrás de la violencia, atacar a entidades? Vamos a identificar a los responsables, los encontraremos y los enfrentaremos a ellos. No son suposiciones o hipótesis, los disidentes y el ELN se demuestran como el caso del alias Jacobo, quien ""Estaba alentando al odio en las redes sociales"", dijo el funcionario. Asimismo, Molano insistió en que las protestas pacíficas se respetarán en el país, pero los actos violentos que comentan sobre los vándalos se lucharon.",2
236,"Fecha del 11 de junio, se envió un mensaje de la cancillería a algunos ciudadanos que viven en otros países. En esta carta, el vicepresidente señala que a pesar de estar fuera, pueden demostrar que Colombia ""es una nación que nos emociona porque tienesurgió a pesar de muchas dificultades y divisiones, donde la exclusión y la variabilidad han sido el origen de Delaware muchos de los problemas que incluso hoy nos afligen "".",0
237,"""El Fiscal General de la Nación capturó, con la Policía Nacional, nueve personas. Con tres personas involucradas en el ataque ardor y terrorista contra el palacio. Se impuso una medida de seguridad en el centro de la prisión por el juez de garantías"", dijo el Fiscal Barbosa.",2
238,"El presidente Ivan Duque ordenó el martes por la noche ""el despliegue máximo de la fuerza pública en el nivel departamental y local, para desbloquear las carreteras en el país, cubierto de la estricta apego a los derechos humanos y el respeto de la ley"".
Por su parte, el Comité catalogó el anuncio como una ""Declaración de Guerra"", y convocó a una ""Caravana Nacional de Solidaridad"" hacia Cali este 20 y 21.",3
239,"Las pastas de más de 2,700 panaderías y antioquia ya tienen una escasez de aportes. Tampoco tiene insumos o los costos son altos para las empresas que venden el papel de lija popular de Chócolo. Los ingredientes principales del pan, los buñuelos y las AREPAS no llegan por bloqueos y cómoSe logró poco es muy caro. El lunes 24 de mayo, todos los almacenes y proveedores de cadena en Medellín en busca de materia prima para su panadería hecha a mano.",1
