,Item (Texto),GravedadMode,SesgoMode
140,Fuertes disturbios se registraron este miércoles en el norte de Popayán en desarrollo de una nueva jornada de manifestaciones del paro nacional. Se reportan seis personas lesionadas. ,2,0
141,"en algunas zonas de la capital continúan presentándose plantones, así como hechos de violencia y enfrentamientos entre manifestantes y la Fuerza Pública. Ese fue el caso de la noche del martes y la madrugada del miércoles, cuando Cristian David Castillo fue herido de gravedad en su cabeza, mientras estaba en la avenida Ciudad de Cali, a la altura de la avenida Suba, en medio de los disturbios que se presentaron en el lugar. A pesar de los intentos por salvarle la vida, murió cuando era trasladado en una ambulancia a un centro médico, producto de un paro cardiorrespiratorio generado por un golpe con objeto contundente, según dijo la Secretaría de Gobierno.",3,0
142,"En las últimas horas, un video de una clase virtual se volvió viral. El hecho ocurrió en el Colegio la Merced, de Cali, Valle del Cauca, y muestra el momento en el que el padre de un estudiante le reclama al profesor por, según él, ""adoctrinamiento sobre el paro nacional"". el maestro les hizo un llamado a sus estudiantes para reflexionar. ""Los invito a que, junto a sus familias, no se queden en la inmediatez de las situaciones, sino que hagamos el esfuerzo de proyectarnos en la historia y en el futuro, y podamos analizar y reflexionar"", dijo el hombre. Y puso de ejemplo los peajes del país que han sido quemados en las últimas semanas: ""Miren que lo de los peajes, hace años, en diferentes regiones del país, vienen de las personas quejándose. Nada justifica la violencia, pero hay factores sociales que explican por qué la gente se vuelve violenta"". En la pantalla compartida por el profesor, había un dibujo con la frase 'a parar para avanzar'. Segundos después, uno de los padres de un estudiante habló. ""No me parece que sea un encuentro de estudiantes. La verdad, llevan 45 días sin clases para que usted venga a darles una clase de adoctrinamiento"", dijo el hombre. Le advirtió que estaba grabando la clase y dijo que le parecía una ""falta de respeto con los muchachos"". El padre de familia denuncia que el profesor de arte, del Colegio La Merced de Cali, durante las clases, está adoctrinando a los niños sobre el paro nacional.",3,0
143,"En un barrio del sur de Cali, civiles se armaron con pistolas y fusiles para disparar contra algunos manifestantes, con policías a su lado. Argumentan que querían cuidar sus ""bienes"" de la ira popular. Tras 50 días de protestas, el odio de clases quedó descubierto en la tercera ciudad más importante del país Colombia y que se suma a las problemáticas de desigualdad y racismo. Escobar fue uno de los que sacó su arma. Asegura que hizo ""unos disparos al aire"" con una pistola automática, en la más sangrienta jornada del llamado paro nacional, que dejó 13 muertos en la ciudad.",3,0
144,"Dos meses después del inicio del paro nacional, las protestas y bloqueos han bajado en su intensidad. Con las mesas de diálogo instaladas en las principales ciudades del país, los acuerdos entre los gobiernos y los manifestantes han empezado a llegar a buenos puertos. Como forma de conmemoración a estos 62 días hoy hay programadas una serie de marchas en algunas ciudades como Medellín y Cali.",1,0
145,"El dolor en Colombia comienza a salir y eso les asusta a las élites tradicionales; ven en peligro sus privilegios construidos sobre la opresión de la mayoría. Las castas sienten que la ciudadanía se estremece y se indigna al ver sus extravagantes privilegios, sus grandes haciendas, sus cuentas multimillonarias, sus avionetas llenas de cocaína. Expresar el dolor es una forma de alivianar y reconocernos en los otros, es un impulso para juntarnos y abrir nuevos caminos.",2,-1
146,"En la noche de este lunes 28 de junio, cuando se cumplieron dos meses del paro nacional —cuyos líderes anunciaron una suspensión de movilizaciones a mediados de junio—, se presentaron disturbios en Bogotá y otros puntos del país. Aunque en varias ciudades hubo manifestaciones pacíficas, en otras la jornada se vio empañada por actos de violencia y vandalismo que se extendieron hasta la noche.",1,0
147,"Cuando se cumplieron dos meses desde el inicio del Paro Nacional en Colombia, en Bogotá se vivieron hechos de violencia y vandalismo que dejaron daños en el sistema de transporte público de la ciudad, personas lesionadas y capturados.",3,0
148,"Por esta razón, el alcalde de Cali, Jorge Iván Ospina, manifestó que el paro nacional estimuló una actividad criminal en algunas zonas de la ciudad, la cual necesita ser resuelta con presencia de integrantes de la Fiscalía General de la Nación y la Policía.",3,0
149,"Las organizaciones no gubernamentales (ONG) Indepaz y Temblores denunciaron el lunes que durante los dos meses de Paro Nacional en Colombia, que se ha desarrollado bajo el “uso excesivo de la violencia por parte de la Fuerza Pública”, se han cometido 75 asesinatos.",3,-1
150,"Los oficiales del Ejército de la reserva activa del Curso Militar “Coronel Antonio Arredondo” expresaron este jueves su preocupación por la situación que atraviesa el país actualmente por cuenta del paro nacional. De acuerdo con el grupo de oficiales, Colombia
 está “frente a una amenaza que atenta contra la integridad del Estado, 
la democracia y las instituciones, al mismo tiempo que afecta la 
estructura productiva y empresarial del país”.",0,1
151,"Este lunes Colombia cumplió dos meses de movilizaciones por el Paro Nacional. Las manifestaciones de la semana se vieron marcadas por un nuevo recrudecimiento de la violencia. Tras la protesta del 29 de junio contra la brutalidad policial en Bogotá, tres oficiales han sido suspendidos por agredir físicamente a dos periodistas y a un joven civil. Por otro lado, en Bogotá fracasó el intento por instalar la mesa de diálogo con los representantes de la llamada Primera Línea.",2,0
152,"El último informe de Monitoreo de Riesgos y Prevención de Afectaciones a los Derechos Humanos en Colombia de la JEP resalta el ""surgimiento de prácticas de autodefensa y paramilitarismo para atemorizar a las personas que participan en la protesta social"". La entidad informó que tienen evidencias del surgimiento de ""grupos de civiles armados"" en al menos 27 ciudades que realizaron 56 acciones violentas entre el 28 de abril y el 30 de mayo pasados.",3,0
153,"“Aunque los medios colombianos continúan absteniéndose de informar sobre la represión arbitraria y las violaciones sistemáticas por parte de las fuerzas del orden, muchas organizaciones de defensa de los derechos humanos han denunciado incansablemente la situación. Incluso la población colombiana, a través de las redes sociales, continúa día tras día exponiendo los hechos de extrema violencia a manos de la policía y del ejército”, señaló la Asamblea en un documento publicado en junio.",3,0
154,"La razón es que Gómez admitió que los jóvenes que se autodenominan como de la ‘primera línea’ “son grupos muy dispersos y no tienen líderes definidos. Aunque se autodenominen ‘primera línea’, bajo esa denominación hay muchísimos grupos, unos mucho más beligerantes, hay unos violentos. Hay otros que son personas muy estructuradas que buscan el diálogo”, dijo el funcionario en Caracol Radio.",0,0
155,"Las movilizaciones sociales en contra del Gobierno de Iván Duque Márquez completaron dos meses de continuidad, desde que se inauguró el paro nacional el pasado 28 de abril en Colombia. Pese a que las protestas decrecieron en concurrencia e intensidad y aún no tienen un desenlace, marcaron un hito en cuanto a las luchas sociales en el país.",1,0
156,"El Instituto de Estudios para el Desarrollo y la Paz (Indepaz) denunció el asesinato de tres jóvenes en el departamento colombiano de Cauca, una de las regiones con gran población indígena en Colombia, dos de ellos identificados como integrantes de la Coordinadora de Procesos Populares y Comunitarios (CPPC) y miembros activos del paro nacional contra el gobierno de derecha de  Iván Duque.",3,-1
157,"por medio de la cicular 17 de 2021, el Ministerio de Educación ordena a los profesores y directivos de colegios oficiales reponer las clases perdidas durante el paro nacional. Se solicita la reposición del tiempo a los estudiantes por la participación total o parcial de los docentes y directivos en el ceses de actividades durante el paro nacional.",0,0
158,"Por medio de un video se denuncia el que sería el entrenamiento de la llamada 'Primera Línea' a menores de edad en el Parque de los Deseos, en Medellín. Por medio de las cámaras de seguridad del sector se conoce lo que sería el entrenamiento de por lo menos 20 niños con palos y escudos improvisados.",3,1
159,"El ministro de justicia colombiano, Wilson Ruiz Orejuela, ha defendido este martes la actuación policial durante las protestas que han tenido lugar en el país desde el pasado
mes de abril contra el gobierno del presidente, Iván Duque, y ha descartado cualquier paralelismo con Chile, especialmente ante la posibilidad de que se produzca una reforma constitucional.",1,1
160,"La concejal de Bogotá Heidy Sánchez, recordada por replicar información falsa sobre el presunto uso de ambulancias para transportar gases lacrimógenos con destino al Escuadrón Móvil Antidisturbios - Esmad en el Portal de las Américas, en el marco de las manifestaciones de la capital, resultó investigada por el delito de instigación. Ahora la misma concejal salió “regañada” al radicar una tutela que buscaba prohibir el uso del dispositivo Venom por parte del Esmad en Bogotá.",2,0
161,"El presidente Iván Duque aseguró que no se puede tener conversaciones con personas que ""oculten su identidad"" y destacó que, por el contrario, los espacios de diálogo existen para para exponer sus ideas con ""todas las garantías democráticas"". ",2,1
162,"Los congresistas de la oposición que fueron denunciados por supuestamente apoyar a los jóvenes manifestantes del paro nacional pidieron protección internacional al Comité de Derechos Humanos de los Parlamentarios, de la Unión Interparlamentaria, porque creen que no tienen garantías de neutralidad de los organismos que los investigan como la Procuraduría.",3,-1
163,"Una reforma tributaria de Duque generó el pasado abril una serie de protestas en Colombia, que aunque fue retirada continuaron durante semanas por otras demandas sociales, con unos 74 fallecidos según organizaciones de derechos humanos, al menos 20 de ellos por disparos de la Policía, mientras que la Fiscalía del país señala que fueron 20 los muertos en estas movilizaciones.",3,-1
164,"El mandatario Iván Duque apuntó que si bien se debe garantizar derechos ciudadanos como la protesta pacífica, un Estado no debe tolerar ""el vandalismo, el terrorismo urbano de baja intensidad, que amenazan el orden constitucional"".",3,1
165,"Las protestas sin precedentes, ya completas casi un mes, han resultado de control sobre la relave la violencia y tienen al borde de la bancarrota de millones de personas y empresas en el país, aunque muchas de las demandas de los manifestantes son justas.",2,1
166,"Antes de los rivales irreconciliables en los tribunales, hoy colegas en protestas sociales. Los fanáticos de la club con historia de largas enemigos en Colombia se unieron sus voces para rechazar la realización de la Copa América 2021 que su país tuvo que recibir junto con Argentina. Y los fanáticos lo obtuvieron, los fanáticos.y la población en general "". ¡No juegues, la copa no se juega!"", Los seguidores de diferentes equipos gritaron con pancartas que oraron ""Si no hay paz, no hay fútbol"" y logró el impensable. Colombia perdió la sede porLa decisión de la condena y los fanáticos del fútbol celebran lo que consideran un triunfo social, por encima de sus preferencias deportivas.",1,0
167,"Una patrulla de la Policía Nacional informó este jueves que fue violada por vándalos en Cali, Valle del Cauca. El funcionario que estaba en trabajos de seguridad durante las manifestaciones el 29 de abril, cuando ocurrieron los hechos. Se le había asignado a la seguridad en un sector aEl este de Cali. En medio de los actos vandalicos, entró en la CAI para protegerse de ella. Pero los vándalos lo llevaron en contra de las instalaciones y jugaron fuego. Aquí, esta mujer comenzó a vivir los momentos más difíciles de su vida.",3,1
168,"A primera vista, todo lo que Petro ha dicho es claramente una exageración o una mentira. Sin embargo, en un entorno hervido y violento, sus palabras se vuelven gasolina, y lo único que hacen es que la luz odia más en un momento en que los colombianos exigen la grandeza y los sensibilizantes.Demanda, principalmente jóvenes. Para esta razón, Petro está mal y está jugando, literalmente, con fuego: lo que hoy puede hacerlo popular mañana podría pasar una factura costosa en términos políticos y dejarlo sin opciones en las presidenciales.",1,1
169,"Durante los últimos 26 días, ya que se convirtió en un desempleo nacional como negativo a las directrices del gobierno de Ivan Duque, la Oficina del Fiscal General y el Defensor del Pueblo tienen en sus informes, 43 personas fallecidas de las cuales 17 de ellas tienen Nexus directas con las protestas. Los lugares.del país que informa la mayor cantidad de muertes es Cali con ocho casos, seguido por Valle del Cauca (3), Cundinamarca (3), Tolima (1) y Bogotá (1) .Adicionalmente, hay 7 muertes en el proceso de verificación,Y alrededor de 19 tienen evidencia para establecer que no mantienen el vínculo con las movilizaciones.",3,0
170,"El sábado 22 de mayo, el patrullero de Esmad Cristian Calderón, con un año en la Policía Nacional, fue gravemente herido en su rostro cuando un hombre lo atacó con una bomba incendiaria en medio de lo que estaban registrando en la carretera surcondwith Avenida 68.""La policía ofrece 50 millones de pesos para los responsables de los responsables de este intento de homicidios. Se ha creado un equipo especial para darles a los responsables de los videos e información que la policía nacional ha estado recibiendo"", dijo Vargas General Vargas.",3,1
171,"... Las imágenes fueron reportadas y difundidas sobre las movilizaciones ciudadanas, que fueron reprimidas por la policía, en el sector de Calima, de la misma ciudad. Además de Cali, había protestas en Palmira, también en Valle del Cauca, donde denunciaron unLa sangrienta represión por parte de las fuerzas de seguridad contra el descontento. Citizens publicó videos sobre las redes sociales y denunció que varias personas se lesionaban. En ese mismo espacio también hubo informes de presumidas capturas y desapariciones, aunque no se conocen figuras.",3,-1
172,"Colombia.- El gobierno colombiano y el Comité de Desempleo cierran el octavo día de diálogo sin llegar a los acuerdos.

El 28 de abril, comenzó el desempleo nacional, una huelga indefinida convocada en contra de la propuesta de reforma fiscal del Gobierno del Presidente Iván Duque. La propuesta finalmente fue retirada por el Ejecutivo, pero la protesta continúa denunciando la represión policial y las políticas de Duke.Y se han planteado una serie de reclamaciones sociales, sanitarias y educativas.",1,0
173,"La presión de las movilizaciones en todo el país, que comenzó junto a un desempleo nacional el 28 de abril, deje por el momento dos logros tangibles: la retirada del proyecto a la reforma fiscal, anunció el 2 de mayo y la cancelación de la reforma de la salud,el 19 de mayo.",2,0
174,"Miles de colombianos se manifiestan en todo el país en el 12 de mayo, en el tercer día del desempleo nacional, ya que comenzaron las protestas antigubernamentales el 28 de abril. Las movilizaciones de este miércoles, que tienen lugar de manera pacífica, fueron convocadas por el Comité Nacional.De parada en respuesta a la falta de un acuerdo con el presidente Iván Duque durante la primera reunión celebrada el lunes pasado para negociar sus propuestas sociales y económicas y la seguridad para encontrar una salida a la crisis.",1,0
175,"Las protestas registradas en Colombia desde fines de abril han dejado al menos 27 muertes y más de 2,000 personas lesionadas, según un saldo publicado el viernes por el Ministerio de Defensa y que cita como fuentes de información al Fiscal General de la Nación ylos policenacionales.",3,0
176,"Por primera vez en décadas, los trabajadores, campesinos, indígenas y estudiantes fueron organizados para protestar por la protesta; La caída de la reforma fiscal en medio de una emergencia fiscal mostró grietas en un modelo económico hasta ahora sólido y la capacidad de los políticos para generar confianza yLas resoluciones parecen más limitadas que nunca. En menos 42 personas han muerto, según el Defensor del Pueblo. Se han lesionado. Los cientos han pasado días perdidos. El país ha visto, vive y vive, cientos de abuso policial y algunos tiroteos entre colombianos.",3,-1
177,"Cautivando ver cómo se ha organizado una vida útil en torno a las barricadas; Madres que vienen a cocinar para sus hijos, los ""cascos azules"", las donaciones que reciben de todo el país, los vecinos que contribuyen a traer algunas disposiciones, trabajadores de la salud queOfrecer su tiempo para asistir a lesionados y para lo que se ha erigido en la salud de la salud. Sin embargo, el SIDA disminuye cada vez más debido a la inflación al galope que la ciudad está experimentando por las dificultades de suministro "". No es culpa nuestra. No estamos bloqueando el corredor humanitario al contrario.A lo que quieren creer las autoridades "", dice Steven.",2,-1
178,"Amnistía Internacional (AI) instó este jueves a los Estados Unidos a suspender el suministro de armas a Colombia por su uso contra los manifestantes en las protestas antigubernamentales que han explotado en esa nación sudamericana. La organización, con sede en Londres, considerada verificada queEl gobierno presidido por el derecho de la derecha Ivan Duke ""está usando indebidamente las armas y equipos de los Estados Unidos para cometer violaciones de los derechos humanos contra los manifestantes en Colombia"". Por esta razón, AI instó al Secretario de Estado de los Estados Unidos., Antony Blinken, a ""inmediatamentecese el suministro, la venta o la transferencia directa o indirecta de material utilizado para la represión "".",3,-1
179,"El presidente Ivan Duque ordenó el martes por la noche ""el despliegue máximo de la fuerza pública en el nivel departamental y local, para desbloquear las carreteras en el país, cubierto de la estricta apego a los derechos humanos y el respeto de la ley"".
Por su parte, el Comité catalogó el anuncio como una ""Declaración de Guerra"", y convocó a una ""Caravana Nacional de Solidaridad"" hacia Cali este 20 y 21.",3,0
180,"El caso ha despertado indignación porque denuncian a la joven que los miembros de la policía han sido abusados sexualmente por los miembros de la policía. Aparentemente, ella llevó su vida después de ser liberada. La Policía Nacional se regoció en los hechos y señaló que sería unFalsas News, que calificó como ""mentira infame"" en una imagen publicada en las redes sociales de la institución.",3,1
181,"En todas partes, los niños jóvenes y ocupados jugando al fútbol, bailando, pintando, cantando, ""terroristas. ¿En serio? ¿Es eso lo que ves a nuestro alrededor?"", Pregunta a Tata, convertir su cámara 360 grados ina soleado domingo que se siente como la fiesta de un patrón.Santo.Por otro lado, Steven recuerda a Nicolás, heridos hace varios días, llevó al hospital en el que perdió su vida.Daniela suspira: ""Tengo 24 años y una niña de la niña, salgo con miedo al estómago, sin saber si puedo volver a casa. Pero no puedo sentarme y no hacer nada. Estudiamos leyes en la universidad durante cincoLos semestres, ya no podía pagarme. ¿Qué es mi futuro? """,3,-1
182,"Los expertos consultados por Forbes concluyen que, a excepción de la retirada de las exenciones fiscales, principalmente, las concedidas en el impuesto de 2019 a los bancos y ultrashíficos; y con los que podrían alcanzarse 9 mil millones de pesos, no vean dónde obtener másDinero a menos que sea a través de otra reforma fiscal. Parece que los expertos escaparon el pequeño detalle que Colombia en la corrupción se le da 50 mil millones de pesos por año. Por año, porque, si dejan de robar, ¡nos alcanzaría?",3,-1
183,"Los jóvenes se centraron en protestar por la estación de policía donde supuestamente se produjeron los hechos. La materia se volvió violenta cuando algunos manifestantes ardían propiedad pública. Los anti-Tisturbios intentaron dispersar a las personas con un tanquet que azotó contra ellos. En un video que ves la carrera de camiones.Más de tres personas en la esquina de una calle. Seguimiento, cambian de dirección y sellar a otros tipos contra una cerca. Intentó ayudar a uno de ellos cuando el tanquet golpeó en un lado y luego en la cara.",3,-1
184,"La protesta en Colombia tiene su origen en un aumento de los impuestos a los que se ha agregado una gran incomodidad social. La acción de la policía no ha ayudado a apaciguar ese descontento. Jerónimo Castillo, investigador de las ideas de la Fundación para la Paz, un laboratorio de ideas, considera que las autoridades no han podido responder a las demandas de la calle "". Hay un estado que ha sido desmontado su bienestar y se ha centrado en los asuntos de la policía (los guerrilleros, la guerra contra Narco). Ahora ha sidoNo se puede entender que hay un cambio en la forma de entender la gobernanza porque debe negociarse con múltiples actores sociales y políticos. Pero la única respuesta es la policía "", dice.",2,0
185,"El presidente Iván Duque regresó este miércoles para referirse a los bloqueos que se registran en varias regiones del país, en medio del día de las protestas derivadas del desempleo nacional y afilaron su posición contra estos hechos. El jefe de estado afirmó que Colombia no puede ser""Secuestrado"" por los bloqueos, insistiendo en que esta práctica, que de acuerdo con el gobierno nacional viola la constitución, afecta el proceso y la política de reactivación segura de la economía, el desarrollo del empleo y el desarrollo de la vacunación masiva contra el coronavirus.",2,1
186,"En un marco complejo, se vivió una situación inusual en una de las ciudades donde se presentaron protestas. Durante las manifestaciones de Buenaventura, se conocía un video donde un hombre con flores y un globo en forma de corazón se acercaba a una mujer para expresar su amor.",0,0
187,"Varias organizaciones, nacionales e internacionales, han alertado la preocupación de la intensidad de la violencia contra los periodistas durante las protestas que se reúnen en un mes en el país. Aunque los hechos han sido denunciados ante la Oficina del Fiscal, las agresiones y el silencio del gobierno persisten.",3,0
188,"A través de un comunicado, el Fiscal General de la Nación, el Contralor de la República y el Fiscal General de la Nación emitieron un comunicado de cinco puntos en el que advierten a los manifestantes sobre la posibilidad de incurrir en un delito al bloquear el camino obstruyendo.Además, señalaron que los funcionarios podrían sumergirse en sanciones para sorprenderse al cometer esos comportamientos.",2,1
189,"""Rechazamos la intención de que los manifestantes tomen los populares barrios de escudo para refugiarse, ya que también hemos solicitado a la policía a no caer en esas provocaciones"", dijo el alcalde de Cartago, Víctor Álvarez.in represalia, algunos manifestantes vandalizaron las instalaciones.del Hospital San Juan de Dios, también una ambulancia e incineró el único automóvil de tanquemos de los bomberos voluntarios con los que el municipio tenía.",2,1
190,"El pastel de Empanadas y la yuca sufre las consecuencias del desempleo nacional ... Estos dos alimentos sufren las consecuencias de los desempleados nacionales. Dia a la falta de materia prima, existen graves problemas para prepararlos. FLOOL, azúcar, huevo, papa yyuca escasa.",0,1
191,Vandals quemó un autobús de transmilenio en la estación terrena de Soacha. Transmileno suspendió el servicio de la ruta G520. Un trance gigantesco de más de dos kilómetros se registra en la entrada sur de Bogotá.,1,1
192,"Las pastas de más de 2,700 panaderías y antioquia ya tienen una escasez de aportes. Tampoco tiene insumos o los costos son altos para las empresas que venden el papel de lija popular de Chócolo. Los ingredientes principales del pan, los buñuelos y las AREPAS no llegan por bloqueos y cómoSe logró poco es muy caro. El lunes 24 de mayo, todos los almacenes y proveedores de cadena en Medellín en busca de materia prima para su panadería hecha a mano.",1,1
193,"La personalería de Medellín tiene 216 revisiones de Latching de la ESMAD sin encontrar gases adeudados. Según el funcionario, hasta el momento, se han registrado tres quejas en este sentido, pero de la entidad con funciones de la oficina del fiscal en la capital de Antioquia no puede serconfirmado si las indicaciones son ciertas.",2,1
194,"""El odio consague el pensamiento"", explica. Explica. Ensegua en el corazón, es difícil arrancarlo ... "". Me gustó el texto de Echeverry, muy oportuno. Y agrego: ¿Cuánta culpa tienen los líderes políticos y de opinión en eso?¿Odio orgía? Es suficiente leer los tranvías de Gustavo Petro y los seguidores de él, o Álvaro Uribe y su propio; las entrevistas de expresión como César Gaviria (antiguos sabios de la tribu y los meros comederos de fuego) y los congresistas dichos congresistas.de ambos lados; o escuchar el radio de la mañana la rabiosa agresividad de muchos de los que preguntan y piensan; o revisar las redes sociales, donde tantos ponen su grano de pólvora para que la conflagración se extienda, incluida esa moda de la bandera colombiana de Colombia arriba, como si lo hiciera (poniendo la cabeza del país) no era una invitación subliminal al anarquismo.",1,1
195,"Marbelle nunca ha ocultado su uibismo. Es más, en estos días convulsivos y violentos, el discurso de ella ha sido radicalizado. Aunque Petro no ha hecho nada más que llamar a la calma, Marbelle insiste en que él era el senador de Colombia humana que le importaba.Cali, que vive una verdadera batalla de campal. Sin embargo, con todo el amor de ella, Tatán Mejía su contradijo y le recordó que había estado Uribe, con los tranquilos de ella, que radicalizaron la protesta.",0,-1
196,"Dado que los grupos económicos manejan los medios de comunicación, no habrá posibilidad de cambio. Nunca habrá. Es por eso que, cuando enciende la televisión, llorará porque un banco quemado Sarmiento Angulo, se fundará al ver a la ESMAD, por lo que es bueno.Católicos, arrodillados al orar a un dios de la muerte. La protesta una vez más volverá a ser compuesta de marihuananes sin marcar, frente a la cruz de Dilan que está muy muerta. En el país de Sarmiento Angulo, los pobres son solo carne de cañón.",2,-1
197,"La verdad es que la situación se está convirtiendo en color de hormigas cuando el presidente, irresponsable como cualquier improvisador, desata afirmaciones tontas e imprudentes en las redes sociales, asegurando sin evidencia de que el jefe de la oposición sea la causa, responsable y cultiva de los bloques de los que han tenidoir a algunos protestantes de desempleo para poder escuchar su voz, en la medida en que se ejecuta durante el mes de mayo, utilizando el jefe de mentira y el miedo de la manera más irresponsable como un arma de propaganda política para ganar elecciones en 2022.",2,-1
198,"Molano afirmó el sábado que la fuerza pública ya identificó a los líderes de los actos vandalicos en la ciudad, entre los cuales, según el ministro, sería alias 'Andrés', 'Cheeto' y 'Maiz' en el momento en que ofreció una recompensa deUP50 millones de pesos para obtener información sobre estos hechos.
Según el gobernador, estas declaraciones provocaron el rechazo de la ciudadanía caucana, porque son líderes sociales reconocidos en la región. El gobernador solicitó garantías de estos líderes y que se cumplen los preceptos legales del debido proceso.",3,0
199,"Noche de Terror en Tuluá (valle): un muerto, saqueo y el juzgado de la incineración. ""Alrededor de las 10 de la noche fue la desafortunada noticia que tiene que ver con el cuerpo sin vida que llega a un centro de cuidado"", dijo General Rodríguez "".Se identifica como Camilo Andrés Arango, 18, estudiante, que aparentemente falleció por el arma de fuego. A la vez, se presenta la agresión de dos ciudadanos con arma de fuego que no son graves en este momento "", agregó. Hay una persona muerta, daño de millonariosY un ataque directo contra la institucionalidad, las autoridades ofrecen hasta $ 100 millones de pesos de recompensa a quienes conducen a los responsables de los hechos violentos durante el 25 de mayo.",3,0
200,"El martes, el Ministro de Defensa de Colombia, Diego Molano Aponte, informó a través de su cuenta de Twitter verificada que ""Vandals"" han quemado el Palacio de Justicia de Tuluá, en el Departamento del Valle de Cauca. Tales lesionado, lesionado o muerto.",3,0
201,"La población vivió una noche de miedo y caos debido a los enfrentamientos entre los manifestantes y la fuerza pública, un choque que culminó con la sede de la sede del Palacio de la Justicia Municipal. Vídeos mostró las razas de la gente y las asusencias debido a detonaciones deArmas de fuego. Además, Camilo Andrés Arango García, un estudiante de derecho, murió al recibir un tiro y colectivos, aseguramos que eran uniformes durante los enfrentamientos de ayer.",3,0
202,"Aunque es incomparable, el evento en Tuluá recuerda el episodio traumático del palacio de la justicia en Bogotá en 1985, que dejó al menos 33 muertos, una docena desapareció y aún no aclara. Esta carga simbólica promete convertir la quema del palacio.en Tuluá en un argumento para los críticos de desempleo y, en general, profundizar la caída del apoyo hacia el movimiento de protesta, que ya cumple con las pistas de cierre del mes y que afecta a la economía nacional. Aunque el gobierno ha atribuido inmediatamente la quema de los manifestantes, el movimiento.El desempleo ya comienza a interpretar el hecho de que un ejemplo más que los civiles paramilitares se infiltran en la protesta que busca desacreditarla.",3,0
203,"Atención: los delincuentes queman el juzgado en Tuluá, Valle del Cauca.Acordancia a la información reciente, el incendio no podría ser sofocado como los bloqueos y los hechos del vandalismo que se vivieron en el lugar no permitieron el paso de los bomberos. Por lo tanto, muchos deLos videos en las redes sociales contienen llamadas de aquellos que registran que dejan que el personal de rescate vaya a actuar a tiempo ... Congresista aseguró que se actuó su ciudad natal y que le pidió a las autoridades y al Gobierno, a la ingestión que hiciera todo lo posible para recuperar el pedido.. También habían denuncias en las redes sociales de supuestos excesos de la policía en la represión del día.",3,0
204,"Los diálogos anteriores entre el Comité Nacional del Comité y el Gobierno parecen estancados después de la reunión privada que se llevó a cabo el jueves y que ambas partes dieron versiones muy diferentes. El presidente de la Central Unitaria de Trabajadores (Corte), Francisco Maltés, lamentó quePor el gobierno nacional no hubo respuesta al documento de garantías para el ejercicio de la protesta que se había basado el lunes.",2,0
205,Los bloques en el país han dejado pérdidas del orden de 516 mil millones de pesos para el comercio de PAISA y alrededor de nueve de cada diez hombres de negocios en el sector (88%) informan la escasez de productos. La situación es adversa y ha hecho que estén emocionados de recibir $ 18mil millones por día.,2,0
206,"""El Fiscal General de la Nación capturó, con la Policía Nacional, nueve personas. Con tres personas involucradas en el ataque ardor y terrorista contra el palacio. Se impuso una medida de seguridad en el centro de la prisión por el juez de garantías"", dijo el Fiscal Barbosa.",2,0
207,"Aunque el Gobierno expresó toda su voluntad de continuar con los diálogos, solicitó a los líderes del desempleo nacional, con respecto al mes en Colombia, que las carreteras están desbloqueadas, en beneficio de la población colombiana que se ha visto afectada por este asunto..",2,1
208,"Pudimos establecer varios datos. Al menos un policía vestido con civiles disparó ese día. Aunque el general Rodríguez aseguró que los agentes fueron atacados con tiros de una multitud, las heridas de dos de ellos no eran para proyectiles, sino por armas traumáticas queDisparar la bola de goma. Hecho, la policía no era uniforme; estaban sin chalecos reflexivos y sin gorras con el logotipo de la institución. La afirmación de Luis Carlos Vélez es falsa, porque no fue ""videos fabricados"".",3,-1
209,"Francisco Barbosa, el Fiscal General de la Nación, confirmó que el servidor CTI que murió después de ser atacado por una comunidad ampliada causó la muerte a dos civiles en un punto de bloqueo ubicado en el sector de la luna, centro de Cali. ""Fredy Bermúdez Ortiz, hoy murió hoy enEstos mismos hechos, fue un funcionario adjunto al Órgano de Investigación Técnica, quien, según la información recaudada hasta ahora, disparó hacia varias personas, causando la muerte de civiles "", dijo.",3,0
210,"Detectó la violencia en Cali: dos manifestantes fueron asesinados por un agente de CTI, que fue más tarde Lynch. En medio de un bloque que se registró en el sector lunar en la ciudad de Cali, un hombre que aparentemente trató de cruzar ese punto desaTenado un arma de fuego.y disparó a varios de los manifestantes que estaban en ese lugar. De ellos perdieron sus vidas. En medio del caos, la persona que disparó salió corriendo y fue perseguida por los mismos manifestantes que lograron detenerlo y Lynch.",3,0
211,"El agente de CTI habría sido asesinado por Lynching en Cali.a acción criminal y despiadada estaba en video cuando varios delincuentes lycharned a un oficial de la fiscalía acusaron de disparar contra los manifestantes en la ciudad de Cali. Es un agente del organismo de investigación técnica (CTI) que fue linchado en la calle y en vista de docenas de personas, quienes miraron cómo mataron al funcionario en un caso aparente de justicia por su propia mano.",3,1
212,"Andres Escobar se ve llevando un arma de fuego y se despidió contra los manifestantes en Cali, al menos 4 personas murieron ese día por tomas como Escobar. Este presunto empresario, está al lado de los agentes de la Policía Nacional, por lo que se presume que existe una complicidad entreAmbas partes. Sin embargo, la Oficina de Colombia de la Fiscalía no ha pronunciado por los hechos, este ciudadano podría pagar varios años de prisión por haber cometido varios crímenes. Posiblemente este ""pozo colombiano"" tiene relaciones con grupos narcoparamilitarios que están en Cali.",3,-1
