,Item (Texto),GravedadMode
181,"A Andres Escobar se le ve portando un arma de fuego y dispararon contra los manifestantes en Cali, por lo menos 4 personas murieron ese día por disparos como los de Escobar. Este supuesto empresario, está junto a agentes de la policía nacional, por lo que se presume que hay una complicidad entre ambas partes. La Fiscalía de Colombia no se ha pronunciado por los hechos, sin embargo, este ciudadano podría pagar varios años de cárcel por haber cometido varios delitos. Posiblemente este “colombiano de bien” tenga relaciones con grupos narcoparamilitares que están en Cali.",3
182,"¿Niños entrenados en las filas de la ‘primera línea’? Crece la polémica. La polémica sigue viva luego de que aparecieran videos de menores siendo entrenados para hacer parte de la primera línea del denominado paro nacional. En entrevista con Vicky en SEMANA, Yohana Jiménez, promotora de la cadena perpetua para violadores en Colombia, y Margarita Restrepo, representante a la Cámara por el Centro Democrático, debatieron sobre los videos que se han conocido en redes sociales que dan cuenta de niños que estarían siendo entrenados para hacer parte de la denominada primera línea, acompañados por adultos.",2
183,"Lentes rotos, barras y puertas destruidas, paredes maltratadas o invadidas de mensajes, vehículos dañados o quemados. Eso son algunas de las imágenes del vandalismo que los colombianos han visto a través de la televisión, y que hasta ahora ha dejado el desempleo nacional en la infraestructura de los más.Ciudades afectadas.",1
184,"Cucho 'Hernández dijo presente en las protestas hechas en España. El futbolista colombiano levantó su voz en España. Juan Camilo' Cucho 'Hernández ha expresado en sus redes sociales el amor que tiene para la Colombia de él, a veces, cuando varias figuras públicas tienenha estado pronunciando el contexto social de los últimos días "". Colombia Earth querida"", fue el primer contenido del futbolista de Getafe en sus redes sociales.",0
185,"Esa debilidad y esa fragmentación están a su vez, reflejando un problema más feliz: nadie en Colombia representa a nadie. Los sindicatos hablan por el 4% de los trabajadores en grandes empresas, las ONG hablan por sus respectivos activistas, los gremios dicen algunas cosas mientras que Sarmiento y la antioquia se aseguran deOtras cosas, el periodismo desapareció, las redes son ruidos puros ... EEVEN, los políticos de la oposición hablan a una capacidad personal (como dijo de la calle cuando la coalición de la esperanza se reunió con Ivan Duque).",1
186,"Este domingo hay nuevas manifestaciones contra los bloqueos: un día de paz y un carnaval de la vida. El Comité de Movilización 30 Mayo # Yoprotejomipaís, convocado, para este domingo, dos marchas en dos puntos diferentes de la ciudad de Delaware Bogotá para protestar contra los bloqueos, lo queHan causado conciencia de algunos productos en tiendas y supermercados. El objetivo principal de estas movilizaciones, como se indica, es decirle al país: ""No más violencia o más sangre, busque la unión de empresarios, comerciantes, jóvenes y diferentes gremios.""",0
187,"Del Comité de Detener a una Campaña Presidencial, Jennifer Pedraza salta a la arena política. El líder estudiantil será el Jefe de Debate del Presidencial Preescolar Jorge Enrique Robledo.Jennifer Pedraza, activista reconocido que ha conocido al país por su anuncio.En las diferentes movilizaciones que se han realizado en los últimos meses, anunció en sus redes sociales que será el jefe de debate de la pre-dirección presidencial, Jorge Enrique Robledo.",0
188,"El desempleo nacional cuesta 15 mil millones de pesos a la economía de Bogotá, garantiza a Fenalco.Debido a que es el centro financiero y de negocios más importante del país, las pérdidas también afectan al 36% de las empresas en Colombia.Con 8 millones de habitantes, la economía de Bogotá trae un 26% al crecimiento de la nación.La ciudad es la plataforma de negocios más grande de Colombia y Cuna, así como la mayoría de las empresas de alto impacto.Es debido a esta magnitud de Bogotá que los bloqueos y los actos vandalicos ponen en riesgo toda esta cadena de producción y afectan al 17% de toda la población colombiana.""Si el gasto en Bogotá se está desacelerando, y es el 36% del gasto nacional, significa que es el 36% de las ventas de empresas en el país. Por lo tanto, las movilizaciones de Bogotá tienen un impacto en las ventas nacionales de diferentesMarcas y empresas "", dice Camilo Herrera, presidente de Raddar.Muchas ubicaciones se cerraron entre uno y 15 días durante esos actos vandalicos.",1
189,"Según los especialistas consultados, el desempleo nacional también evidenció un aumento en el nivel de participación política y política Primer Estado Diversos sectores civiles del país, como contrapeso a la falta de respuestas rápidas y concretas de varios líderes a las necesidades de género.Agravación de la crisis de integridad Twists Institutions.",0
190,"En todas partes, los niños jóvenes y ocupados jugando al fútbol, bailando, pintando, cantando, ""terroristas. ¿En serio? ¿Es eso lo que ves a nuestro alrededor?"", Pregunta a Tata, convertir su cámara 360 grados ina soleado domingo que se siente como la fiesta de un patrón.Santo.Por otro lado, Steven recuerda a Nicolás, heridos hace varios días, llevó al hospital en el que perdió su vida.Daniela suspira: ""Tengo 24 años y una niña de la niña, salgo con miedo al estómago, sin saber si puedo volver a casa. Pero no puedo sentarme y no hacer nada. Estudiamos leyes en la universidad durante cincoLos semestres, ya no podía pagarme. ¿Qué es mi futuro? """,3
191,"¿Cómo podría entenderse que los jóvenes sin oportunidades de estudio podrían oponerse a una reforma fiscal, cuando incluyó cero inscripción en instituciones públicas de educación superior para estudiantes de Strata 1, 2 y 3? Lo que motivó a los niños menores de 28 años que buscan su primer trabajo, saliendo a gritar a las calles, ignorando la validez de la institucionalidad y el estado, cuando lo que se pretendía fue que todos los que pagamos impuestos, subsidiamos sus beneficios sociales para que fuera ¿Más económico de contratarlos y, por lo tanto, disminuir su desempleo? La respuesta es una, solo está sucediendo a aquellos que no se dan nada con esta pandemia, los afecta a ellos en sus condiciones de vida, que se garantizan su trabajo y que no se preocupan por la sostenibilidad de sus empresas. Sí, son aquellos populistas que afirman defender y representan los intereses de los más necesitados, pero a quienes el Estado, el Gobierno y las empresas, los garantizan que continúen sus vidas fuera de la realidad de que el país vive hoy.",2
192,"La cuenta de cobro que pasó a las pequeñas empresas 51 días de desempleo en Colombia: el estudio de ACCOPO revela que la protesta los aprobó por el ausentismo laboral, el cierre de puntos de venta, retrasos en los pagos y, la suspensión en la producción, entre otros. Mientras que la amenaza deUn nuevo brote social sigue siendo latente, cuyo detonador sería que el Congreso de la República no apruebe los proyectos y las solicitudes que se encuentran en la Capilla, las pequeñas, las micro y las compañías de tamaño mediano (MIPIMES) que son la mayoría de los tejidos de laEl país, comience a medir los efectos de los 51 días del desempleo nacional que se registraron en la primera mitad del año.",1
193,"El desempleo nacional deja más pérdidas que las ganancias para la sociedad en general. Por supuesto, hubo ganadores, especialmente a los que se alimentan de la polarización o de las víctimas de otros para validar su discurso. Sin embargo, el balance es desolado: somos más pobres, másDividido y más herido que antes del 28 de abril de 2021. Adelante será más difícil, y de todos dependerá de estas tres grandes y peores pérdidas que deje un golpe de fuelle.",1
194,"Durante los últimos 26 días, ya que se convirtió en un desempleo nacional como negativo a las directrices del gobierno de Ivan Duque, la Oficina del Fiscal General y el Defensor del Pueblo tienen en sus informes, 43 personas fallecidas de las cuales 17 de ellas tienen Nexus directas con las protestas. Los lugares.del país que informa la mayor cantidad de muertes es Cali con ocho casos, seguido por Valle del Cauca (3), Cundinamarca (3), Tolima (1) y Bogotá (1) .Adicionalmente, hay 7 muertes en el proceso de verificación,Y alrededor de 19 tienen evidencia para establecer que no mantienen el vínculo con las movilizaciones.",3
195,"El Parque Mundialmente referido es un espacio público ubicado cerca del portal que ya ha sido ocupado con los campamentos. Los países han denunciado la ocupación de este espacio y el Distrito es consciente de su existencia. Hace unas semanas, de hecho, distritoSe ofrecieron servicios allí en el marco de una Feria de la Comunidad. Agvanza la posibilidad de que el Distrito no otorgue este espacio, ""The Profe"" aseguró que están abiertos ""para escuchar otras opciones"".",1
196,"Este jueves en las sesiones conjuntas de las primeras comisiones y comisiones del Senado, el proyecto de ley que busca una reforma exhaustiva del Código Disciplinario propuesto por el Fiscal General de la Nación, en el jefe de Margarita Hair.An iniciativa que plantea cambios drásticos del público.El ministerio y que no convence a la oposición, que ha denunciado en estos últimos días para aprobarlo sería brindar a los superpoderes del juez al procurador. La reforma se presenta después de que la Corte Interamericana de Derechos Humanos (Corte ADI) instó a laEstado colombiano Para ajustar los poderes sancionarios de la entidad en la investigación contra los funcionarios públicos de las elecciones populares por casos de corrupción y violación de los derechos humanos, para el caso de Gustavo Petro que fue despedido cuando fue alcalde de Bogotá irregularmente por el Alejandro Ordóñez.",1
197,"Sin embargo, las circunstancias del orden público han sido protagonistas, especialmente en el sureste del país y en otras regiones donde se han registrado diferentes actos de violencia y obstrucciones. Funciona con esto, la coca enfatizó que ""con los bloqueos que todos perdimos, campesinos., los comerciantes, los empleados, los empresarios, los estudiantes y los jóvenes, pero aquellos que finalmente pierden son los mismos actores sociales y el Comité Nacional de Desempleo. Estos enturban sus sólo pretensiones "".",2
198,"Si agregamos a sus representantes a la Cámara y los Senadores, Antioquia se convierte en el departamento con un mayor número de congresistas: 28 en total. Hay 18 representantes y 10 senadores (de Antioqueno o concentrando su voto en el departamento). En su gran mayoría,Se alinearon con Duke para salvar al Ministro de Defensa, Diego Molano, a quien un movimiento de censura se adelantó a dos veces que buscaba retirarlo de la posición debido a su gestión errática de la fuerza pública en el marco del desempleo nacional.; Los comentarios denigrantes de él sobre la protesta social y la indiferencia de él con las miles de víctimas que continúan abandonando la represión policial.",2
199,"Motilonas Rap es un grupo de rap compuesto por Johana Ortega Cabarico y Denys alelyda Cáceres Cabarico, quien le dio vida en 2010 en el municipio de Tibú (norte de Santander). Su nombre artístico es un homenaje a la gente original Barí, conocido como Barí Motiles., que han vivido e históricamente resistido en este territorio. Para los moteles, Rap es una herramienta que permite reconstruir la memoria, fortalecer el tejido social, devolver la esperanza y proporcionar transformación territorial a través del arte. «¿Cuándo será la última vez que le escribamos a nuestro país que nosotros¿Están cansados de la muerte, la guerra, la miseria y todo lo que nos duele? Gritando y con la dignidad enojo, nos levantamos de nuevo con el rap hasta que nos escuchamos, y en medio del desempleo nacional, no seremos la excepción "", dijo Denys Cáceres.",0
200,Vandals quemó un autobús de transmilenio en la estación terrena de Soacha. Transmileno suspendió el servicio de la ruta G520. Un trance gigantesco de más de dos kilómetros se registra en la entrada sur de Bogotá.,1
201,"Cucho 'Hernández dijo presente en las protestas hechas en España. El futbolista colombiano levantó su voz en España. Juan Camilo'cucho' Hernández ha expresado en sus redes sociales el amor que tiene para la Colombia de él, a veces, cuando varias figuras públicas tienenha estado pronunciando el contexto social de los últimos días "". Colombia Earth querida"", fue el primer mensaje del futbolista de Getafe en sus redes sociales.",0
202,"Ningún organismo puede requerir que Colombia acepte los bloqueos: Álvaro Uribe. La expresión de Colombia Álvaro Uribe Vélez rechazó en su cuenta de Twitter que alguna entidad u organización podría exigir que Colombia acepte bloques a medida que las protestas argumentan que el daño que se genera en la sociedad es desconocido.La Comisión Interamericana de Derechos Humanos, CIDH, entregará este miércoles un equilibrio de protestas sociales en Colombia, un mes después de la visita de sus delegados al país, en el marco del desempleo nacional.",1
203,"El pastel de Empanadas y la yuca sufre las consecuencias del desempleo nacional ... Estos dos alimentos están sufriendo las consecuencias del desempleo nacional. Por lo que carece de estado de diamante, una pregunta premium, hay graves problemas para prepararlos. FLOOL, azúcar, huevo, papay la yuca escasa.",0
204,Los bloques en el país han dejado pérdidas del orden de 516 mil millones de pesos para el comercio de PAISA y alrededor de nueve de cada diez hombres de negocios en el sector (88%) informan la escasez de productos. La situación es adversa y ha hecho que estén emocionados de recibir $ 18mil millones por día.,2
205,"Amnistía Internacional (AI) instó este jueves a los Estados Unidos a suspender el suministro de armas a Colombia por su uso contra los manifestantes en las protestas antigubernamentales que han explotado en esa nación sudamericana. La organización, con sede en Londres, considerada verificada queEl gobierno presidido por el derecho de la derecha Ivan Duke ""está usando indebidamente las armas y equipos de los Estados Unidos para cometer violaciones de los derechos humanos contra los manifestantes en Colombia"". Por esta razón, AI instó al Secretario de Estado de los Estados Unidos., Antony Blinken, a ""inmediatamentecese el suministro, la venta o la transferencia directa o indirecta de material utilizado para la represión "".",3
206,"A primera vista, todo lo que Petro ha dicho es claramente una exageración o una mentira. Sin embargo, en un entorno hervido y violento, sus palabras se vuelven gasolina, y lo único que hacen es que la luz odia más en un momento en que los colombianos exigen la grandeza y los sensibilizantes.Demanda, principalmente jóvenes. Para esta razón, Petro está mal y está jugando, literalmente, con fuego: lo que hoy puede hacerlo popular mañana podría pasar una factura costosa en términos políticos y dejarlo sin opciones en las presidenciales.",1
207,"Una encuesta confesada informó que el 90.4% de los 12,979 empresarios consultados, según los puestos de trabajo que generaban, entre uno y cinco están en riesgo de los efectos del desempleo y los bloqueos. A la vez, una encuesta de la Cámara de Comercio de Bogotá encontró que, continuarCon la situación del orden público, el 21% de las empresas en la capital reducirían al personal contratado.",2
208,"""Rechazamos la intención de que los manifestantes tomen los populares barrios de escudo para refugiarse, ya que también hemos solicitado a la policía a no caer en esas provocaciones"", dijo el alcalde de Cartago, Víctor Álvarez.in represalia, algunos manifestantes vandalizaron las instalaciones.del Hospital San Juan de Dios, también una ambulancia e incineró el único automóvil de tanquemos de los bomberos voluntarios con los que el municipio tenía.",2
209,"Marbelle nunca ha ocultado su uibismo. Es más, en estos días convulsivos y violentos, el discurso de ella ha sido radicalizado. Aunque Petro no ha hecho nada más que llamar a la calma, Marbelle insiste en que él era el senador de Colombia humana que le importaba.Cali, que vive una verdadera batalla de campal. Sin embargo, con todo el amor de ella, Tatán Mejía su contradijo y le recordó que había estado Uribe, con los tranquilos de ella, que radicalizaron la protesta.",0
210,"Marbelle nunca ha ocultado su uibismo. Es más, en estos días convulsivos y violentos, el discurso de ella ha sido radicalizado. Aunque Petro no ha hecho nada más que llamar a la calma, Marbelle insiste en que él era el senador de Colombia humana que le importaba.Cali, que vive una verdadera batalla de campal. Sin embargo, con todo el amor de ella, Tatán Mejía su contradijo y le recordó que había estado Uribe, con los tranquilos de ella, que radicalizaron la protesta.",0
211,"Las redes sociales fueron testigos de una nueva controversia protagonizada por Miguel Polo Polo, quien compartió, de su cuenta de Twitter, una nueva asamblea que involucra a la senadora Gustavo Petro y en la que sugiere que el líder de Colombia Humano es un criminal perseguido en byjustice.es, él indica la trina.del militante político que tendría una supuesta recompensa para darle el paradero de él.",1
212,"CABA realizó un comentario respondiendo a una revisión de que Miguel Polo, activista colombiano, hecha sobre el papel que ha jugado a Luisito se comunica desde su llegada al país "". Luisito se cae sobre mí, pero si él viene a ver a los del bloqueo como social.Justiciers, cuando son bandidos que violan los derechos a la libre circulación, el trabajo y la salud de la ciudadanía, mejor que regresar a México. Pero tenemos con las ONG izquierda "", dijo Miguel Polo a través de sus redes sociales. Sobre este comentario, el congresista perteneciente.A la Banca del Centro Democrático respondió diciendo: ""¿Quién lo patrocina?"" Este hecho fue criticado por diferentes sectores y grupos sociales que apoyan la protesta social que tiene lugar en Colombia, argumentando que no hay un tinte político detrás del trabajo que Luisito esRealizando en el territorio nacional.",1
213,"Desde su fundación, significa que RCN fue patrocinado por poderosos empresarios y élites políticas para defender los intereses indefendibles, de los intereses del status quo. En contraste, las redes sociales muestran las cosas en sí mismas. Un ejemplo de esto es el desempleo nacional. Han sido las redes, que se han convertido en una especie de Bistro o Café-Agora, aquellos que han recogido su riqueza teórica-práctica y social-social. Entre otros hechos, el Parlamento ha enfatizado los siguientes: El esplendor del Partido Demócrata, que llegó a la céntica en ciudades como Cali, que se convirtió en la rama de la escuela para ser la capital de la resistencia; la profundidad de las emociones políticas de Sentipensante, como la rabia, la prima-hermana de la solidaridad y el amor, que muta en indignación, y la indignación, en la resistencia masiva y la digna; El verdadero vandalismo de cuello blanco (Hydroituango, Recicario, Electricaribe, Odebrecht, Chirajara, carrusel de contratación, túnel de línea, Salud ...), que ha abandonado el país mucho peor que cualquier estación de transmilenio; la campaña de vacunación deficiente y demagogo; el colapso y la podredumbre de las instituciones; La insensibilidad de confundir la opinión de las personas de la Fland e Influyentes con el argumento de los analistas políticos expertos. Este es solo el comienzo.",2
214,"Sí, no hay nada tan importante como la vida. Pero para que esto se desarrolle, el progreso es necesario. La pandemia, entre otras cosas, nos enseñó el valor infinito de nuestro tejido empresarial, el empleo y la infraestructura pública adecuada. Todo lo anterior era blanco deLos manifestantes, que se dedicaron a colapsar la economía del país como un mecanismo de presión. Para la administración del Ministerio de Finanzas, las pérdidas ascienden a 10.3 billones de pesos. En la otra mano, el Andi garantiza que el 84% de las compañías declararon sentirse afectado poruna parada que pone más de 800,000 empleos en cheque",2
215,"La protesta en Colombia tiene su origen en un aumento de los impuestos a los que se ha agregado una gran incomodidad social. La acción de la policía no ha ayudado a apaciguar ese descontento. Jerónimo Castillo, investigador de las ideas de la Fundación para la Paz, un laboratorio de ideas, considera que las autoridades no han podido responder a las demandas de la calle "". Hay un estado que ha sido desmontado su bienestar y se ha centrado en los asuntos de la policía (los guerrilleros, la guerra contra Narco). Ahora ha sidoNo se puede entender que hay un cambio en la forma de entender la gobernanza porque debe negociarse con múltiples actores sociales y políticos. Pero la única respuesta es la policía "", dice.",2
216,"La historia desgarradora de los campos de ángel, patrullero que intentó quemar vivo durante el desempleo. El uniformado fue quemado por una bomba de Molotov, en medio de los fuertes disturbios el miércoles en Bucaramanga. Otros dos patrulleros fueron heridos en actos vandalicos. Rechazamos los actos vandalicos y delictivos registrados esta noche contra la vida e integridad de nuestros policías en Bucaramanga. Tres colegas resultaron heridos con bombas de fuego y objetos contunzados "", dijo la policía en Twitter, después de lo que sucedió en la capital de Santander"". Fue una reunión de amigos, compañeros "": El líder social Diana Parafán critica la reunión de la CIDH con las víctimas. Los La pertenencia uniformada a la Esmad dijo que estaba bastante deprimida y psicológicamente afectada por lo que sucedió contra él el miércoles, porque no pensó que una situación de aquellos le sucedería "". Esperaba que mi familia me esperara en mi casa, eso Hoy en día, que estoy sirviendo un año, más de la vida podría compartir con ellos "", dijo el uniformado, que se recupera en una clínica.",3
217,"El objetivo de las organizaciones sociales, indígenas y campesinas que conforman el Minga fue consolidar las garantías de la vida y los derechos humanos de los ciudadanos e instalar la tabla de diálogo técnico.",0
218,"El 9 de mayo, los civiles vestidos de blanco en esta misma área del sur de Cali conocidos como Garden City dispararon abiertamente a un grupo de pueblos indígenas que supuestamente se pusieron a su sede. El área tiene urbanizaciones cerradas con casas de campo, naturaleza tropical frondosa y seguridad privada..... ""Aquí hay un sentido de comunidad que manifestó ese día"", explicó "". Porque nos costó mucho convertirnos en el vecindario en (de moda, acomodado) y queremos que te quedes así"". ""NosotrosNo quiero lastimar a nadie, pero también queremos que respetemos la nuestra; no puede ser que la protesta por los derechos de algunos termine con los derechos de los demás "", concluyó. El auge de estos vecindarios en Cali se dio durante elAltura del narcotráfico en los años 90, pero, según Tededes, ""la comunidad los ha estado sacando (a los narcos)"".",3
219,"Los sombras del día de la protesta terminó afectando la libertad de prensa en el país. Semana y RCN vivieron actos de vandalismo. El director de la semana, el periodista Vicky Dávila, informó que un grupo de vándalos vinieron a las instalaciones y contó con el edificio donde opera el grupo editorial, pero también a otras compañías. ""Este ataque no está contra RCN o SEMANA, está en contra de la prensa. Es el fruto del odio de los políticos y colegas. Espero que esto no termine en una fatalidad contra un periodista de ninguno de los dos medios. Políticos que Tener aspiraciones presidenciales que promuevan el odio. Rechazamos firmemente estos ataques "", dijo. RCN también pronunciado. ""De las noticias RCN y NTN24 rechazamos el ataque sufrido contra las instalaciones del canal RCN promovido y ejecutado por un grupo de violento que ocurrió hoy a las 3 de la tarde y que dejó el daño material y la integridad de los periodistas y los trabajadores en riesgo"" , Escribió el canal. Por su parte, su director, José Manuel Acevedo calificó el hecho como ""un ataque contra la libertad de prensa y expresión"".",2
220,"Los jóvenes siempre han sido actores relevantes en las reclamaciones y protestas sociales, sin embargo, el desempleo que generó un brote social este año tiene una particularidad para ello: ""Ahora los adultos, la generación antes de nuestros padres y abuelos, están reconociendo, antes de que no lo hicieran. ""De eso, precisamente, la IV la reunión de Memorias fue tratada. Se explicó el coordinador de la Comisión Interescular de Justicia y Paz, explicó que para garantizar la no repetición del conflicto, debemosEntiendo que ""cuando hablamos de territorios, solo son ruralidad, pero también los territorios urbanos"".",1
221,"Andrés Escobar, el empresario que fue capturado en el rodaje de video en la ciudad de jardín, habló después de que los eventos registrados el viernes pasado en este vecindario del sur de Cali y después de que estuviera expuesto en las redes sociales, donde lo calificaron de ""Assassin, Paramilitary y Genocide""Sí, le aseguró que, según las fotos que han estado circulando en las redes sociales, ha sido objeto de ""insulto, calumnia, amenazas múltiples aceleradas"". Afirmó que ""los disparos debían disuadirlos, ya que estaban avanzando para quemar""La CAI de la ciudad de jardín.",3
222,"El gobierno de Ivan Duque modificó el viernes pasado el decreto para limitar la definición de protesta pacífica, con la cual, a partir de ahora, los bloques de las pistas dejan de ser una forma de protestas, por lo que el ""uso de la fuerza"" por las fuerzas de seguridad.",2
223,"La criminalización del derecho a protestar, que cuando la única herramienta es cortar una ruta o hacer que una demostración artística comience la persecución a través de las redes sociales, para derribarlos, hacer que se pierdan de vista, los golpeen, los torturan, generan miedo.NO HECHOS AISLADOS AISLADOS porque es una política estatal para eso ocurra. Hay una garantía. La ESMAD y la policía actúan y violan los derechos humanos sabiendo que son aplaudidos y decorándolos. También la cerca de los medios de comunicación de los grandes medios de comunicación que victimizan al agresor.. Hágalo parecer que los manifestantes son vándalos y los que disparan son los buenos y ""buenas personas"". Para los medios de comunicación, los violentos son aquellos que están defendiendo con una hoja de hoja, y los buenos son los que están disparandoLos gases vencidos, a los ojos, a los que se detienen y torturan arbitrariamente.",3
224,"Luisito Comunica llegó a Cali para registrar la llegada nacional en Colombia 2021. Youtuber llegó al país para documentar las protestas y contrastarlas con la información proporcionada por los diferentes medios. Especificar su objetivo firme, varias personas se han acercado a tomar fotos conél. En la cuenta de YouTube, se destacan algunos videos, donde el creador de contenido ha difundido las diversas situaciones que viven otras naciones, primero, el primer estado llega al país, a través de las redes sociales, presentó los diferentes hechos del desempleo nacional y elAtaques que fueron dados a los distribuidores que protestaban pacíficamente.",0
225,"El gobierno de Ivan Duque anunció este viernes 18 de junio que modificó un decreto presidencial para limitar la definición de protesta pacífica y especificar que los bloques de seguimiento son temporales o permanentes, no son una forma de manifestación y, por lo tanto, permite ""uselegitimate of Force"".",3
226,"Las protestas registradas en Colombia desde fines de abril han dejado al menos 27 muertes y más de 2,000 personas lesionadas, según un saldo publicado el viernes por el Ministerio de Defensa y que cita como fuentes de información al Fiscal General de la Nación ylos policenacionales.",3
227,"Fecha del 11 de junio, se envió un mensaje de la cancillería a algunos ciudadanos que viven en otros países. En esta carta, el vicepresidente señala que a pesar de estar en el exterior, pueden mostrar que Colombia ""es una nación que nos emociona porqueHa surgido a pesar de muchas dificultades y divisiones, donde la exclusión y la desigualdad han sido el origen de muchos de los problemas que incluso hoy nos afligen "".",0
228,"Motilonas Rap es un grupo de rap compuesto por Johana Ortega Cabarico y Denys alelyda Cáceres Cabarico, quien le dio vida en 2010 en el municipio de Tibú (Norte de Santander). Su nombre artístico es un homenaje al pueblo original, conocido como Barí, quienHan vivido e históricamente resistido en este campo. Para los moteles, Rap es una herramienta que permite reconstruir la memoria, fortalecer el tejido social, la esperanza de regreso y brindar transformación territorial a través del arte. «¿Cuándo será la última vez que escribimos a nuestro país que estamos cansados?De la muerte, la guerra, la miseria y todo lo que nos duele, gritando y con la dignidad enojo, nos levantamos de nuevo con el rap hasta que nos escuchamos, y en medio del desempleo nacional, no seremos la excepción "", dijo Denys Cáceres.",0
229,"El viceministro de Protección de la Salud y Social, Luis Alexander Moscoso, dijo a Snail Radio que Caldas se enfrenta a la cuarta pima de la pandemia por COVID-19 debido a las aglomeraciones que se registraron en las marchas y las protestas, en las que no se salvó de la bioseguridad.protocolo.",1
230,"""El Fiscal General de la Nación capturó, con la Policía Nacional, nueve personas. Con tres personas involucradas en el ataque ardor y terrorista contra el palacio. Se impuso una medida de seguridad en el centro de la prisión por el juez de garantías"", dijo el Fiscal Barbosa.",2
231,"El presidente Ivan Duque ordenó el martes por la noche ""el despliegue máximo de la fuerza pública en el nivel departamental y local, para desbloquear las carreteras en el país, cubierto de la estricta apego a los derechos humanos y el respeto de la ley"".
Por su parte, el Comité catalogó el anuncio como una ""Declaración de Guerra"", y convocó a una ""Caravana Nacional de Solidaridad"" hacia Cali este 20 y 21.",3
232,"Las pastas de más de 2,700 panaderías y antioquia ya tienen una escasez de aportes. Tampoco tiene insumos o los costos son altos para las empresas que venden el papel de lija popular de Chócolo. Los ingredientes principales del pan, los buñuelos y las AREPAS no llegan por bloqueos y cómoSe logró poco es muy caro. El lunes 24 de mayo, todos los almacenes y proveedores de cadena en Medellín en busca de materia prima para su panadería hecha a mano.",1
233,"""Soy una buena persona"", dice Andrés Escobar, el hombre que disparó en Cali: Andrés Escobar dijo que la policía apreció su ""solidaridad"", y le permitió a esta persona hacer los disparos. Se aseguraron esto, diferentes defensores de los derechos humanos asegurenque la policía, además de disparar, permitió que otros ciudadanos lo hicieran. Esos ciudadanos eran los ciudadanos, quien dijo que lo hizo para ""defender la propiedad privada de mi comuna"" y que lo que él consideraba ""normal para cualquier humano.Siendo. Era consciente de que me estaban filmando "".",3
234,"""No creen que estuviéramos cometiendo barricadas, estamos construyendo el país democrático que toda la Colombia merece ante la discapacidad actual. Al conocer a las soluciones exploradas por el equipo económico que comienza a trabajar son las que las personas demandan en las calles"", escribió Petrosobre la reunión. El cantante de Tecno Lanera decidió responder al anuncio de un gobierno futuro que hizo de Petro, reiterando las críticas que mantiene contra el líder político "". Alguien que le dice que está alucinando ... quiero fumar de esoQuién lo venden para ver si lanzé la presidencia "", escribió Marbelle en su cuenta de Twitter, ella nuezan un mensaje que decoró con emoticonos de risa.",0
235,"El presidente Iván Duque regresó este miércoles para referirse a los bloqueos que se registran en varias regiones del país, en medio del día de las protestas derivadas del desempleo nacional y afilaron su posición contra estos hechos. El jefe de estado afirmó que Colombia no puede ser""Secuestrado"" por los bloqueos, insistiendo en que esta práctica, que de acuerdo con el gobierno nacional viola la constitución, afecta el proceso y la política de reactivación segura de la economía, el desarrollo del empleo y el desarrollo de la vacunación masiva contra el coronavirus.",2
236,"Durante las últimas horas, un video era viral en el que se ve un hombre que golpea a su hijo directamente estará dentro de una demostración en el sector de Yomasa, en la Souternidad de la capital. En el video que parece, aparentemente, el joven es capturado por el joven.Los oficiales de policía de Smad; segundos después, su padre viene a ""rescatarlo"", pero la respuesta del padre fue sorprendente. En lugar de ""darle una mano"", él literalmente decidió golpearlo las hebras a su hijo por las acciones de él.En las calles y no tuvieron en cuenta el aspecto de todos aquellos que estaban en el lugar.",0
237,"El agente de CTI habría sido asesinado por Lynching en Cali.a acción criminal y despiadada estaba en video cuando varios delincuentes lycharned a un oficial de la fiscalía acusaron de disparar contra los manifestantes en la ciudad de Cali. Es un agente del organismo de investigación técnica (CTI) que fue linchado en la calle y en vista de docenas de personas, quienes miraron cómo mataron al funcionario en un caso aparente de justicia por su propia mano.",3
238,"Durante las manifestaciones de Colombia, en el desempleo nacional, el ""Capitán Colombia"" se convirtió en viral en las redes sociales y muchas compararlas con el popular héroe de Marvel, el 'Capitán América'. El hombre es parte de la primera línea, un colectivo que enEl final de las máscaras, los cascos y los escudos improvisados enfrentan el escuadrón móvil anti-tisturbano (ESMAD), cuando intervienen con gas lacrimógeno para dispersar protestas. Hay muchas fotos y personajes que protagonizan en este grupo, incluidas las madres, los estudiantes y los particulares ""Capitán Colombia ', un hombre que está robando todas las miradas de las mujeres. Así, se desconoce la verdadera identidad de él, pero su cuerpo musculoso y su escudo protector han sido suficientes para que el hombre se vuelva viral en las redes sociales. Los fanáticos deÉl cree historias, tirar felicitaciones y crear historias en honor a uno de los que forman parte de la primera línea en Colombia.",0
239,"Como en las mejores batallas de Delaware Rap, un joven miembro de la Policía Nacional de Colombia pareció animar una tarde, donde cientos de personas se reunieron para cumplir un día del desempleo nacional en la ciudad de Medellín. El video se publicó en la cuenta oficial de Diamond State.La policía de Medellín, donde se puede ver cien personas haciendo un círculo en un parque del barrio de Santa Lucía de la capital Antioquia, donde se puede ver al agente cantando cadera acompañada de personas que disfrutaron de sus rimas y los aplaudieron.",0
