,Item (Texto),SesgoMode
160,"A Andres Escobar se le ve portando un arma de fuego y dispararon contra los manifestantes en Cali, por lo menos 4 personas murieron ese día por disparos como los de Escobar. Este supuesto empresario, está junto a agentes de la policía nacional, por lo que se presume que hay una complicidad entre ambas partes. La Fiscalía de Colombia no se ha pronunciado por los hechos, sin embargo, este ciudadano podría pagar varios años de cárcel por haber cometido varios delitos. Posiblemente este “colombiano de bien” tenga relaciones con grupos narcoparamilitares que están en Cali.",-1
161,"¿Niños entrenados en las filas de la ‘primera línea’? Crece la polémica. La polémica sigue viva luego de que aparecieran videos de menores siendo entrenados para hacer parte de la primera línea del denominado paro nacional. En entrevista con Vicky en SEMANA, Yohana Jiménez, promotora de la cadena perpetua para violadores en Colombia, y Margarita Restrepo, representante a la Cámara por el Centro Democrático, debatieron sobre los videos que se han conocido en redes sociales que dan cuenta de niños que estarían siendo entrenados para hacer parte de la denominada primera línea, acompañados por adultos.",1
162,"Motilonas Rap es un grupo de rap compuesto por Johana Ortega Cabarico y Denys alelyda Cáceres Cabarico, quien le dio vida en 2010 en el municipio de Tibú (norte de Santander). Su nombre artístico es un homenaje a la gente original Barí, conocido como Barí Motiles., que han vivido e históricamente resistido en este territorio. Para los moteles, Rap es una herramienta que permite reconstruir la memoria, fortalecer el tejido social, devolver la esperanza y proporcionar transformación territorial a través del arte. «¿Cuándo será la última vez que le escribamos a nuestro país que nosotros¿Están cansados de la muerte, la guerra, la miseria y todo lo que nos duele? Gritando y con la dignidad enojo, nos levantamos de nuevo con el rap hasta que nos escuchamos, y en medio del desempleo nacional, no seremos la excepción "", dijo Denys Cáceres.",0
163,"Si agregamos a sus representantes a la Cámara y los Senadores, Antioquia se convierte en el departamento con un mayor número de congresistas: 28 en total. Hay 18 representantes y 10 senadores (de Antioqueno o concentrando su voto en el departamento). En su gran mayoría,Se alinearon con Duke para salvar al Ministro de Defensa, Diego Molano, a quien un movimiento de censura se adelantó a dos veces que buscaba retirarlo de la posición debido a su gestión errática de la fuerza pública en el marco del desempleo nacional.; Los comentarios denigrantes de él sobre la protesta social y la indiferencia de él con las miles de víctimas que continúan abandonando la represión policial.",-1
164,"En Cali, Medellín, Bucaramanga, Pasto, Popayán y Bogotá, se registraron las principales manifestaciones esta semana, después del anuncio del Comité Nacional de Desempleo para suspender temporalmente las movilizaciones y comenzar a nuevas tácticas, para continuar el desempleo.",0
165,"El Comité Nacional Colombiano rechazó este lunes el decreto del gobierno colombiano de Ivan Duke, que excluye los bloqueos durante las protestas pacíficas y, según la sociedad civil, criminalizándolos.",0
166,Vandals quemó un autobús de transmilenio en la estación terrena de Soacha. Transmileno suspendió el servicio de la ruta G520. Un trance gigantesco de más de dos kilómetros se registra en la entrada sur de Bogotá.,1
167,"La CIDH agregó que se buscará principalmente para escuchar a las víctimas de violaciones de derechos humanos y sus familias para recibir testimonios, quejas y comunicaciones, que deben enviarse a través del portal oficial de la IACHR.URREJOLA también informaron que, antes del comienzo deLa visita oficial, tuvo una reunión con el Canciller, Marta Lucía Ramírez, el Fiscal General, Francisco Barbosa y el Defensor del Pueblo, Carlos Camargo.",0
168,"A través de un video, cuál sería la capacitación de la llamada 'primera línea' a los menores en los deseos, en Medellín. A través de las cámaras de seguridad del sector, lo que sería la capacitación de al menos 20 niños con palos y escudos improvisados.sería conocido",1
169,"Es fácil de ser una pensión que se opone a cualquier reforma y forme parte del Comité de Desempleo, cuando el Estado recibe un subsidio millonario. Por ejemplo, en una pensión de 10 millones de pesos que collan, 4 millones les ahorró a ese trabajador durante suLa vida laboral a través de sus contribuciones, los 6 millones restantes que contribuimos a los otros colombianos, incluso a los más pobres en el famoso IVA, por cierto, de la forma en que se paga hoy y se pretendía que el 40% de la población.",1
170,"La presión de las movilizaciones en todo el país, que comenzó junto a un desempleo nacional el 28 de abril, deje por el momento dos logros tangibles: la retirada del proyecto a la reforma fiscal, anunció el 2 de mayo y la cancelación de la reforma de la salud,el 19 de mayo.",0
171,Los bloques en el país han dejado pérdidas del orden de 516 mil millones de pesos para el comercio de PAISA y alrededor de nueve de cada diez hombres de negocios en el sector (88%) informan la escasez de productos. La situación es adversa y ha hecho que estén emocionados de recibir $ 18mil millones por día.,0
172,"Amnistía Internacional (AI) instó este jueves a los Estados Unidos a suspender el suministro de armas a Colombia por su uso contra los manifestantes en las protestas antigubernamentales que han explotado en esa nación sudamericana. La organización, con sede en Londres, considerada verificada queEl gobierno presidido por el derecho de la derecha Ivan Duke ""está usando indebidamente las armas y equipos de los Estados Unidos para cometer violaciones de los derechos humanos contra los manifestantes en Colombia"". Por esta razón, AI instó al Secretario de Estado de los Estados Unidos., Antony Blinken, a ""inmediatamentecese el suministro, la venta o la transferencia directa o indirecta de material utilizado para la represión "".",-1
173,"Este lunes Colombia cumplió dos meses de movilizaciones por desempleo nacional. Las manifestaciones de la semana estaban marcadas por una nueva rerogación de la violencia. Después de la protesta del 29 de junio contra la brutalidad policial en Bogotá, tres oficiales han sido suspendidos por agredir físicamente a dos periodistas y unEl joven civil. En la otra mano, en Bogotá, el intento no se pudo instalar la tabla de diálogos con los representantes de la primera llamada.",0
174,"Los jóvenes siempre han sido actores relevantes en las reclamaciones y protestas sociales, sin embargo, el desempleo que generó un brote social este año tiene una particularidad para ello: ""Ahora los adultos, la generación antes de nuestros padres y abuelos, están reconociendo, antes de que no lo hicieran. ""De eso, precisamente, la IV la reunión de Memorias fue tratada. Se explicó el coordinador de la Comisión Interescular de Justicia y Paz, explicó que para garantizar la no repetición del conflicto, debemosEntiendo que ""cuando hablamos de territorios, solo son ruralidad, pero también los territorios urbanos"".",0
175,"""Rechazamos la intención de que los manifestantes tomen los populares barrios de escudo para refugiarse, ya que también hemos solicitado a la policía a no caer en esas provocaciones"", dijo el alcalde de Cartago, Víctor Álvarez.in represalia, algunos manifestantes vandalizaron las instalaciones.del Hospital San Juan de Dios, también una ambulancia e incineró el único automóvil de tanquemos de los bomberos voluntarios con los que el municipio tenía.",1
176,"Marbelle nunca ha ocultado su uibismo. Es más, en estos días convulsivos y violentos, el discurso de ella ha sido radicalizado. Aunque Petro no ha hecho nada más que llamar a la calma, Marbelle insiste en que él era el senador de Colombia humana que le importaba.Cali, que vive una verdadera batalla de campal. Sin embargo, con todo el amor de ella, Tatán Mejía su contradijo y le recordó que había estado Uribe, con los tranquilos de ella, que radicalizaron la protesta.",-1
177,"Las redes sociales fueron testigos de una nueva controversia protagonizada por Miguel Polo Polo, quien compartió, de su cuenta de Twitter, una nueva asamblea que involucra a la senadora Gustavo Petro y en la que sugiere que el líder de Colombia Humano es un criminal perseguido en byjustice.es, él indica la trina.del militante político que tendría una supuesta recompensa para darle el paradero de él.",0
178,"CABA realizó un comentario respondiendo a una revisión de que Miguel Polo, activista colombiano, hecha sobre el papel que ha jugado a Luisito se comunica desde su llegada al país "". Luisito se cae sobre mí, pero si él viene a ver a los del bloqueo como social.Justiciers, cuando son bandidos que violan los derechos a la libre circulación, el trabajo y la salud de la ciudadanía, mejor que regresar a México. Pero tenemos con las ONG izquierda "", dijo Miguel Polo a través de sus redes sociales. Sobre este comentario, el congresista perteneciente.A la Banca del Centro Democrático respondió diciendo: ""¿Quién lo patrocina?"" Este hecho fue criticado por diferentes sectores y grupos sociales que apoyan la protesta social que tiene lugar en Colombia, argumentando que no hay un tinte político detrás del trabajo que Luisito esRealizando en el territorio nacional.",0
179,"""El desgaste en el gobierno nacional, a la espera de la fatiga y la Zozobra por la escasez debido a los bloqueos y el vandalismo, abrieron la posibilidad de encontrar un enemigo claro: protesta. Además, también hubo grupos ilegales que las autoridades estuvieranRelacionados con la guerrilla, un enemigo cerca de la izquierda "", explica.",1
180,"Los bloques no se permitirán en las próximas manifestaciones: MENDEFENSE.MINISTER DIEGO MOLANAN, dijo que existe información de inteligencia sobre los desentises de las FARC y el ELN que buscan financiar los actos violentos. Un nuevo mensaje envió al gobierno a aquellos que pretenden tomar las formas de hecho.En medio de las manifestaciones. El ejecutivo dijo que se permitirán los actos de vandalismo o bloqueos como ocurridos en los últimos días del desempleo nacional.",1
181,"La protesta en Colombia tiene su origen en un aumento de los impuestos a los que se ha agregado una gran incomodidad social. La acción de la policía no ha ayudado a apaciguar ese descontento. Jerónimo Castillo, investigador de las ideas de la Fundación para la Paz, un laboratorio de ideas, considera que las autoridades no han podido responder a las demandas de la calle "". Hay un estado que ha sido desmontado su bienestar y se ha centrado en los asuntos de la policía (los guerrilleros, la guerra contra Narco). Ahora ha sidoNo se puede entender que hay un cambio en la forma de entender la gobernanza porque debe negociarse con múltiples actores sociales y políticos. Pero la única respuesta es la policía "", dice.",0
182,"Llegada nacional 2021, un hito en la protesta social de Colombia. ""El desempleo cívico nacional de 1977 fue el gran día de la segunda mitad del siglo XX, la primera fue, sin duda, el Bogotazo (1948). Este desempleo fue muy grande, pero duró dos días en Bogotá y un día en la mayor parte del territorio. . Hubo 19 muertos en la capital y dos o tres en el resto del país, en comparación con el desempleo actual fue bastante pacífico "", dijo Anadolu Mauricio Archila Neira, profesor de la Universidad Nacional de Colombia e investigadora del Centro de Investigación y Educación Popular (CINEP). Según Archila Neira, la aparición de violencia paramilitar en la década de 1980 inhibió los movimientos sociales. ""La teoría de los paramilitares fue la de los peces en el agua. El agua fue la población civil y para terminar de los guerrilleros, luego fue destruido por organizaciones sociales"", dijo el profesor. ""Los movimientos sociales debilitan mucho porque matan a sus líderes, destruyen a las organizaciones, erradiquen la sangre y el fuego de la protesta. Hay áreas que fueron pacificadas a la sangre y el fuego por paramilitares, a veces incluso por las tropas del ejército, la policía, la marina y el DAS. (Departamento de Seguridad Administrativa) "", explicó. La protesta social en el país comenzó a reactivarse de 2006, según la base de datos de luchas sociales en Colombia de Cícep.",-1
183,"Y, además, dicen que para iniciar el diálogo, solicitan la no judicialización de los miembros de la primera línea por delitos relacionados con el terrorismo, el vandalismo, el daño en los delitos públicos y otros delitos relacionados con los bienes legales protegidos y el reconocimiento del mundo.Parque como un área de un campamento permanente para los miembros de las primeras líneas que en el momento de ejercer el derecho de demostración se dejaron sin hogar "". Exigimos que se establezca este campamento con Veeduría 24/7"".",0
184,"El 9 de mayo, los civiles vestidos de blanco en esta misma área del sur de Cali conocidos como Garden City dispararon abiertamente a un grupo de pueblos indígenas que supuestamente se pusieron a su sede. El área tiene urbanizaciones cerradas con casas de campo, naturaleza tropical frondosa y seguridad privada..... ""Aquí hay un sentido de comunidad que manifestó ese día"", explicó "". Porque nos costó mucho convertirnos en el vecindario en (de moda, acomodado) y queremos que te quedes así"". ""NosotrosNo quiero lastimar a nadie, pero también queremos que respetemos la nuestra; no puede ser que la protesta por los derechos de algunos termine con los derechos de los demás "", concluyó. El auge de estos vecindarios en Cali se dio durante elAltura del narcotráfico en los años 90, pero, según Tededes, ""la comunidad los ha estado sacando (a los narcos)"".",0
185,"'Primera línea' entregó la Universidad de Quindío en ""Estado de vandalización deplorable"", denuncia a su rector. Cerca de 20 jóvenes que dicen ser miembros de la primera línea en esa región se habían tomado la universidad durante más de 20 días. El asesor presidencial de la seguridad nacional, Rafael Guarín, atacó contra dicho grupo, señalando que no lo integran, según él, jóvenes espontáneos que salen de los barrios populares o pacíficos de Mammos. En ese momento, el funcionario indicó que los de la primera línea no pueden ser catalogados como ""héroes"", a aquellos, según el consejero presidencial, algunos políticos exaltan. El martes, hubo un nuevo hecho del vandalismo que se atribuye a la primera línea, en esta ocasión en el Departamento de Quindío, con la que la crítica de este grupo de manifestantes continúa creciendo. El nuevo hecho en el que participa la primera línea es un presunto robo y vandalización dentro de las instalaciones de la Universidad de Quindío, que habían tomado este grupo durante unos 25 días.",1
186,"Andrés Escobar, el empresario que fue capturado en el rodaje de video en la ciudad de jardín, habló después de que los eventos registrados el viernes pasado en este vecindario del sur de Cali y después de que estuviera expuesto en las redes sociales, donde lo calificaron de ""Assassin, Paramilitary y Genocide""Sí, le aseguró que, según las fotos que han estado circulando en las redes sociales, ha sido objeto de ""insulto, calumnia, amenazas múltiples aceleradas"". Afirmó que ""los disparos debían disuadirlos, ya que estaban avanzando para quemar""La CAI de la ciudad de jardín.",1
187,"Aunque el Comité de Desempleo ha encabezado muchas de las protestas, no representa a grupos juveniles o indígenas que también han organizado marchas y reunidos barricadas en ciudades como Cali y la capital, Bogotá. Estos grupos negocian actualmente por separado con las autoridades municipales.",0
188,"Los oficiales del ejército de la Reserva Activa del Curso Militar ""Coronel Antonio Arredondo"" expresaron su preocupación el jueves por la situación de que el país se debe actualmente al desempleo nacional. Cording al Grupo de Oficiales, Colombia
 está ""delante de una amenaza que atenta contra la integridad del estado,
Democracia e instituciones, al mismo tiempo que afecta al
Estructura productiva y empresarial del país "".",1
189,"Ambas organizaciones están instaladas en la Plaza contra el importante portal de América, pero la primera línea ha sido más resistente a un acuerdo "". Nos consideramos independientes. Respetamos la dinámica del Comité de Desempleo, pero no los reconocemos como OUR.No acepte el descenso de la tabla o que se acabe las cerraduras. La primera línea de resistencia del portal aún está a pie de la lucha y se sigue en un proceso de conformación de un movimiento político y, como tal, no vamos a descansar "".dijo el maestro. Se han despejado de señalar que, de hecho, las formas de hecho no se irán por ahora y que defenderán a la población y los manifestantes "". La primera línea traerá seguridad contra la represión estatal"", agregó. Pero agregó qué¿Piden? Tienen al menos una hoja de 21 peticiones de naturaleza nacional y distrital.",-1
190,"El concejal de Bogotá Heidy Sánchez, recordado por replicar información falsa sobre el presunto uso de ambulancias para transportar el gas lacrimógeno al escuadrón anti-tisturbano móvil, el ESMAD en el portal de las Américas, en el marco de las manifestaciones de capital, fue investigado por el crimen.de instigación. Ahora, el mismo concejal salió ""regañado"" al presentar una tutela que buscaba prohibir el uso del dispositivo de veneno por parte de la ESMAD en Bogotá.",0
191,"El viceministro de Protección de la Salud y Social, Luis Alexander Moscoso, dijo a Snail Radio que Caldas se enfrenta a la cuarta pima de la pandemia por COVID-19 debido a las aglomeraciones que se registraron en las marchas y las protestas, en las que no se salvó de la bioseguridad.protocolo.",1
192,"Las movilizaciones sociales contra el Gobierno de Ivan Duque Márquez completaron dos meses de continuidad, ya que se abrió el desempleo nacional el 28 de abril en Colombia. Aunque las protestas disminuyeron en concurrencia e intensidad y aún no tienen un resultado, marcaron un hito con respecto a las luchas sociales.en el país.",0
193,"Según los analistas, debido a la anarquía que se vivió durante el brote social, la seguridad y el orden regresaron a convertirse en temas clave para la agenda política de los gobiernos actuales, sin distinguir sus filaciones políticas, y para el panoramafeo electoral 2022.",0
194,"Bachelet ha ofrecido un equilibrio a las víctimas de la represión militar en Colombia que afirman que a partir del 28 de abril -Decha en la que comenzó las movilizaciones, hasta el 16 de junio, su oficina ha registrado 56 muertes, incluidos 54 civiles y dos policías, así como 49 víctimas potenciales.de violencia sexual.",0
195,"El presidente Ivan Duque ordenó el martes por la noche ""el despliegue máximo de la fuerza pública en el nivel departamental y local, para desbloquear las carreteras en el país, cubierto de la estricta apego a los derechos humanos y el respeto de la ley"".
Por su parte, el Comité catalogó el anuncio como una ""Declaración de Guerra"", y convocó a una ""Caravana Nacional de Solidaridad"" hacia Cali este 20 y 21.",0
196,"Las pastas de más de 2,700 panaderías y antioquia ya tienen una escasez de aportes. Tampoco tiene insumos o los costos son altos para las empresas que venden el papel de lija popular de Chócolo. Los ingredientes principales del pan, los buñuelos y las AREPAS no llegan por bloqueos y cómoSe logró poco es muy caro. El lunes 24 de mayo, todos los almacenes y proveedores de cadena en Medellín en busca de materia prima para su panadería hecha a mano.",1
197,"Sin embargo, las circunstancias del orden público han sido protagonistas, especialmente en el sureste del país y en otras regiones donde se han registrado diferentes actos de violencia y obstrucciones. Funciona con esto, la coca enfatizó que ""con los bloqueos que todos perdimos, campesinos., los comerciantes, los empleados, los empresarios, los estudiantes y los jóvenes, pero aquellos que finalmente pierden son los mismos actores sociales y el Comité Nacional de Desempleo. Estos enturban sus sólo pretensiones "".",1
198,"Los sombras del día de la protesta terminó afectando la libertad de prensa en el país. Semana y RCN vivieron actos de vandalismo. El director de la semana, el periodista Vicky Dávila, informó que un grupo de vándalos vinieron a las instalaciones y contó con el edificio donde opera el grupo editorial, pero también a otras compañías. ""Este ataque no está contra RCN o SEMANA, está en contra de la prensa. Es el fruto del odio de los políticos y colegas. Espero que esto no termine en una fatalidad contra un periodista de ninguno de los dos medios. Políticos que Tener aspiraciones presidenciales que promuevan el odio. Rechazamos firmemente estos ataques "", dijo. RCN también pronunciado. ""De las noticias RCN y NTN24 rechazamos el ataque sufrido contra las instalaciones del canal RCN promovido y ejecutado por un grupo de violento que ocurrió hoy a las 3 de la tarde y que dejó el daño material y la integridad de los periodistas y los trabajadores en riesgo"" , Escribió el canal. Por su parte, su director, José Manuel Acevedo calificó el hecho como ""un ataque contra la libertad de prensa y expresión"".",1
199,"El presidente Iván Duque regresó este miércoles para referirse a los bloqueos que se registran en varias regiones del país, en medio del día de las protestas derivadas del desempleo nacional y afilaron su posición contra estos hechos. El jefe de estado afirmó que Colombia no puede ser""Secuestrado"" por los bloqueos, insistiendo en que esta práctica, que de acuerdo con el gobierno nacional viola la constitución, afecta el proceso y la política de reactivación segura de la economía, el desarrollo del empleo y el desarrollo de la vacunación masiva contra el coronavirus.",1
200,"El agente de CTI habría sido asesinado por Lynching en Cali.a acción criminal y despiadada estaba en video cuando varios delincuentes lycharned a un oficial de la fiscalía acusaron de disparar contra los manifestantes en la ciudad de Cali. Es un agente del organismo de investigación técnica (CTI) que fue linchado en la calle y en vista de docenas de personas, quienes miraron cómo mataron al funcionario en un caso aparente de justicia por su propia mano.",1
201,"MARÍA DEL ROSARIO GUERRA: Con estos 40 días de desempleo, nadie ganó absolutamente; Nos retiramos casi 10 años. El Comité Nacional de Paro anunció el martes la suspensión temporal de las movilizaciones que se llevan a cabo en varias regiones del país. Después de más de un mes de protestas en el país, el Comité Nacional de Paro anunció que harán una suspensión temporal de movilizaciones. ""Hemos decidido hacer una interrupción temporal de las movilizaciones recurrentes que estábamos haciendo los miércoles. Eso no significa que la movilización social se encuentra en Colombia"", dijo Francisco Malteés, presidente de la planta de los trabajadores unitarios (CUT) y miembro de la Comité. María del Rosario Guerra, senadora del Centro Democrático, dijo que lamentablemente lo que dejó el desempleo en el país son personas que murieron entre civiles y miembros de la fuerza pública, así como un empobrecimiento de la población. El congresista de Uribismo también destacó que con el desempleo ""no sabía absolutamente nadie"" y que, por el contrario, Colombia se retiró al menos diez años.",1
202,"En el marco de los días de demostraciones y dimensiones que se han adelantado en el país durante más de 18 días, desde diferentes sectores del gobierno nacional y la fuerza pública, han declarado que las marcas han sido infiltradas por organizaciones criminales, con elPropósito de desestabilizar al país ... El plan que estaría ejecutando las desentidías de las FARC y las milicias urbanas del ELN se ha ejecutado para lograr el control de la ciudad de Cali. Los medios de comunicación indican que hay una serie de grabaciones juntasCon la información de inteligencia, que evidenció cómo se desarrolló un presunto 'plan criminal' en el marco de las demostraciones de Cali. Este plan habría dejado la implementación de estímulos para promover el vandalismo en varias áreas de la ciudad, que se reflejó en el saqueo, la destrucción dePropiedad pública y privada, junto con enfrentamientos de capucha y agentes de la ESMAD.",1
203,"En las últimas horas, un video de una clase virtual se convirtió en viral. El hecho ocurrió en la escuela de La Merced, de Cali, Valle del Cauca, y muestra el momento en que el padre de un estudiante afirma al profesor por, según él, ""adoctrinamiento sobre el desempleo nacional"". El maestro pidió a sus alumnos que reflejen. ""Te invito a eso, junto con sus familias, no permanezcan en la inmediatez de situaciones, pero hacemos el esfuerzo de proyectarnos en la historia y en el futuro, y podemos analizar y reflexionar"", dijo Hombre. Y nombró a los peajes del país que se quemaron en las últimas semanas: ""Mira que los peajes, hace años, en diferentes regiones del país, provienen de personas que se quejan. Nada justifica la violencia, pero hay factores sociales que explican por qué Las personas se vuelven violentas. ""En la pantalla compartida por el maestro, había un dibujo con la frase 'para que se detenga para avanzar. Segundos después, uno de los padres de un estudiante habló. ""No creo que sea una reunión de estudiantes, la verdad, tienen 45 días sin clases para que vengas a darles una especie de adoctrinamiento"", dijo Hombre. Le advirtió que estaba grabando la clase y dijo que parecía una ""falta de respeto con los niños"". El padre de la familia denuncia que el profesor de arte, la misericordia de Cali, durante las clases, es indoctrinando a los niños sobre el desempleo nacional.",1
204,"Durante su dirección inaugural de la 47ª sesión del Consejo de Derechos Humanos de las Naciones Unidas (CDHNU) en la ciudad suiza de Ginebra, el Alto Comisionado de las Naciones Unidas para los Derechos Humanos, Michelle Bachelet, ha asegurado este lunes que su oficina ha expresado ""seria preocupación""por las acusaciones de ""violaciones graves"" de los derechos humanos cometidos por las fuerzas de seguridad durante las protestas antigubernamentales en Colombia.",-1
205,"Colombia: la CIDH comienza la verificación de DD ABUSE.H H.In el marco de las protestas. Los investigadores y analistas de DEJUSTICE emitieron algunas recomendaciones que la CIDH podría transferir al gobierno de Duke, dirigido a garantizar los derechos y libertades de los colombianos aProtesta pacíficamente, promover un diálogo con todos los sectores de la sociedad civil, pero también forjar a las voces de las víctimas y proporcionar un reconocimiento que aún no se ha dado desde la institucionalidad.",-1
206,"Y el despliegue de fuerza, a la vista de algunos cómplices, hizo que los manifestantes sentían que su ""enemigo"" estaba más cerca que el pensamiento. Cuando intentaron responder el 28 de mayo, se recibieron a la bala. La policía anunció acciones contra ""Permisiva""Agentes.",0
207,"Una patrulla de la Policía Nacional informó este jueves que fue violada por vándalos en Cali, Valle del Cauca. El funcionario que estaba en trabajos de seguridad durante las manifestaciones el 29 de abril, cuando ocurrieron los hechos. Se le había asignado a la seguridad en un sector aEl este de Cali. En medio de los actos vandalicos, entró en la CAI para protegerse de ella. Pero los vándalos lo llevaron en contra de las instalaciones y jugaron fuego. Aquí, esta mujer comenzó a vivir los momentos más difíciles de su vida.",1
208,"En las últimas horas, varios congresistas de la oposición informaron que el Procurador abrió investigaciones preliminares y investigaciones formales para temas relacionados con el desempleo nacional y las horas antes de que el Congreso comenzara el debate sobre la reforma del Código Disciplinario que le daría a los Jueces Powers Tothe Attorita Hair.La consecuencia de que surgen estas investigaciones es que los parlamentarios investigados deben ser declarados impedidos de votar sobre esta reforma que, desde que se arraigó, no apoyan. Los representantes afectados incluyen Angela María Robledo, Inti Asprilla, María José Pizarro y el senador Alexander López., quien denunció que es un acoso realizado por la Oficina del Fiscal.",-1
209,"El presidente Ivan Duque dijo que no puede tener conversaciones con personas que ""ocultan su identidad"" y destacaron que, por el contrario, existen los espacios de diálogo para exponer sus ideas con ""todas las garantías democráticas"".",1
210,"Durante las manifestaciones de Colombia, en el desempleo nacional, el ""Capitán Colombia"" se convirtió en viral en las redes sociales y muchas compararlas con el popular héroe de Marvel, el 'Capitán América'. El hombre es parte de la primera línea, un colectivo que enEl final de las máscaras, los cascos y los escudos improvisados enfrentan el escuadrón móvil anti-tisturbano (ESMAD), cuando intervienen con gas lacrimógeno para dispersar protestas. Hay muchas fotos y personajes que protagonizan en este grupo, incluidas las madres, los estudiantes y los particulares ""Capitán Colombia ', un hombre que está robando todas las miradas de las mujeres. Así, se desconoce la verdadera identidad de él, pero su cuerpo musculoso y su escudo protector han sido suficientes para que el hombre se vuelva viral en las redes sociales. Los fanáticos deÉl cree historias, tirar felicitaciones y crear historias en honor a uno de los que forman parte de la primera línea en Colombia.",0
211,"Pudimos establecer varios datos. Al menos un policía vestido con civiles disparó ese día. Aunque el general Rodríguez aseguró que los agentes fueron atacados con tiros de una multitud, las heridas de dos de ellos no eran para proyectiles, sino por armas traumáticas queDisparar la bola de goma. Hecho, la policía no era uniforme; estaban sin chalecos reflexivos y sin gorras con el logotipo de la institución. La afirmación de Luis Carlos Vélez es falsa, porque no fue ""videos fabricados"".",-1
212,"Las protestas registradas en Colombia desde fines de abril han dejado al menos 27 muertes y más de 2,000 personas lesionadas, según un saldo publicado el viernes por el Ministerio de Defensa y que cita como fuentes de información al Fiscal General de la Nación ylos policenacionales.",0
213,"Por medio de la cancelación 17 de 2021, el Ministerio de Educación ordena a los maestros y gerentes de los colegios oficiales a reponer las clases perdidas durante el desempleo nacional. Se solicita la reposición del tiempo para la participación total o parcial de los maestros y gerentes en el cese de las actividades duranteDesempleo nacional.",0
214,"El sistema de transporte público en Colombia está viviendo uno de sus momentos económicos más complicados. La reducción de los pasajeros a expensas de la pandemia trajo consigo un hueco difícil para cubrir. Según el presidente de Metrocali -Entity responsable de la operación de los integrados.Masivo de Occidente (Mio) -, Oscar Ortiz, las empresas perdieron alrededor de $ 2.2 mil millones en 2020 debido al virus. Sin embargo, este año las cosas se complicaron aún más, porque los actos vandalicos contra las estaciones y los autobuses se agregaron a la pandemia.Atacado por más de un mes de protesta social en el país. En Cali, Bucaramanga, Pereira, Bogotá, entre otras ciudades, las pérdidas han sido millones de dólares y la oferta del servicio cayó al daño que había en los elementos de los elementos deel sistema.",0
215,"La CIDH también documentó la preocupación de los colombianos en las interrupciones del servicio de Internet en el contexto de las protestas. Según dicho, esto habría generado un escenario de obstrucción de las quejas sobre el acto de la fuerza pública. Los informes recibieron enseñar tanto el posible uso de la tecnología destinada a inhibir o restringir la señal de Internet, como el bloqueo de las direcciones de Internet que contenían información sobre las protestas. Otra preocupación por la Comisión de Tecnología es la repetida queja que recibió el perfil de los usuarios de redes sociales, participantes o no de las protestas. Alcanzó que ""caracterización genérica a través de términos como el terrorismo, el vandalismo o los delincuentes estigmatiza los principios, activa un entorno hostil al ejercicio de la protesta y la libertad de expresión en Internet. La Relatoría Especial para la Libertad de Expresión ha indicado que las sanciones penales por la La difusión de supuestamente información falsa podría presentar la región a una lógica de criminalizar expresiones sobre temas de interés público y establecer una herramienta con un fuerte efecto inhibitorio.",-1
216,"El ministro, Diego Molano, salió en defensa del papel de la fuerza pública. Durante la intervención de él, el funcionario reiteró que durante los actos violentos ha habido interés en las organizaciones en el margen, como las disidencias de las FARC y el Eln. Explicó que en Cali, Medellín, Popayán y Bogotá, se han dado ataques sistemáticos a las entidades estatales, como la Oficina del Defensor del Pueblo, la Oficina, la Oficina del Fiscal General, las acciones que están totalmente organizadas, no por manifestantes pacíficos sino por las organizaciones de criminales, En hechos que reiteraban son terroristas. ""¿Quién está detrás de la violencia, atacar a entidades? Vamos a identificar a los responsables, los encontraremos y los enfrentaremos a ellos. No son suposiciones o hipótesis, los disidentes y el ELN se demuestran como el caso del alias Jacobo, quien ""Estaba alentando al odio en las redes sociales"", dijo el funcionario. Asimismo, Molano insistió en que las protestas pacíficas se respetarán en el país, pero los actos violentos que comentan sobre los vándalos se lucharon.",1
217,"En Bogotá, la mayoría de los engranajes se han llevado a cabo en las carreteras principales, afectaron la operación de transmilenio y, por lo tanto, los usuarios que han tenido que bajar del sistema de transporte y caminar a casa. Es por eso que ahora los bogotanos afectados pueden pedir un reembolso de ese pasaje queNo pudieron usar, pero que si se validaban en los armarios de las estaciones. ¿Cómo solicitar la reincorporación de mi pase en Transmilenio? Esta soledad se realiza para las personas que pagaron su paso, pero no pudieron completar su movilización por elEl sistema o si no abordaron ninguno de los autobuses durante las marchas que se han realizado desde el 28 de abril en la ciudad.",0
218,"El ministro de la justicia colombiana, Wilson Ruiz Orejuela, ha defendido la acción policial el martes durante las protestas que han tenido lugar en el país desde el pasado.
Abril contra el gobierno del presidente, Ivan Duque, y ha descartado cualquier paralelo con Chile, especialmente antes de la posibilidad de reforma constitucional.",1
219,"Por supuesto, debemos tener en cuenta que, en hechos, como los que ocurrieron en Colombia durante el último mes, los hogares no son el objetivo del vandalismo. Sin embargo, terminan en la ola, en las inmediaciones con los puntos focales, que,En este caso, han sido las estaciones y los vehículos de los sistemas de transporte; bienes en el espacio público como estatuas que forman parte de los símbolos de algún hecho histórico en el país; los vehículos, entre otros.",0
